Rank,Player,Profile URL
1,申真谞,https://www.goratings.org/zh/../../zh/players/1313.html
2,柯洁,https://www.goratings.org/zh/../../zh/players/1195.html
3,朴廷桓,https://www.goratings.org/zh/../../zh/players/1090.html
4,辜梓豪,https://www.goratings.org/zh/../../zh/players/1253.html
5,丁浩,https://www.goratings.org/zh/../../zh/players/1511.html
6,杨鼎新,https://www.goratings.org/zh/../../zh/players/1193.html
7,卞相壹,https://www.goratings.org/zh/../../zh/players/1290.html
8,芈昱廷,https://www.goratings.org/zh/../../zh/players/1155.html
9,范蕴若,https://www.goratings.org/zh/../../zh/players/1207.html
10,范廷钰,https://www.goratings.org/zh/../../zh/players/1194.html
11,连笑,https://www.goratings.org/zh/../../zh/players/1082.html
12,江维杰,https://www.goratings.org/zh/../../zh/players/964.html
13,许嘉阳,https://www.goratings.org/zh/../../zh/players/1399.html
14,李轩豪,https://www.goratings.org/zh/../../zh/players/1175.html
15,一力辽,https://www.goratings.org/zh/../../zh/players/1231.html
16,谢尔豪,https://www.goratings.org/zh/../../zh/players/1276.html
17,李维清,https://www.goratings.org/zh/../../zh/players/1423.html
18,谢科,https://www.goratings.org/zh/../../zh/players/1507.html
19,党毅飞,https://www.goratings.org/zh/../../zh/players/1135.html
20,柁嘉熹,https://www.goratings.org/zh/../../zh/players/433.html
21,李钦诚,https://www.goratings.org/zh/../../zh/players/1282.html
22,申旻埈,https://www.goratings.org/zh/../../zh/players/1314.html
23,李东勋,https://www.goratings.org/zh/../../zh/players/1259.html
24,金志锡,https://www.goratings.org/zh/../../zh/players/862.html
25,井山裕太,https://www.goratings.org/zh/../../zh/players/601.html
26,陶欣然,https://www.goratings.org/zh/../../zh/players/1101.html
27,廖元赫,https://www.goratings.org/zh/../../zh/players/1427.html
28,王星昊,https://www.goratings.org/zh/../../zh/players/1746.html
29,陈耀烨,https://www.goratings.org/zh/../../zh/players/297.html
30,赵晨宇,https://www.goratings.org/zh/../../zh/players/1363.html
31,时越,https://www.goratings.org/zh/../../zh/players/449.html
32,杨楷文,https://www.goratings.org/zh/../../zh/players/1283.html
33,元晟溱,https://www.goratings.org/zh/../../zh/players/114.html
