A,B
-6.981332,2.308482
-5.8328977,2.1163762
-6.6885967,2.372103
-5.6298985,2.1234264
-2.0,-3.0547197
-6.0221496,2.112445
-3.9999998,-3.4502854
-5.978317,2.1482797
-6.3841677,2.263604
