date,player1,Rank 1,胜/负,player2,Rank 2
2024/6/16,奈良冈功大,6,负,李梓嘉,8
2024/6/15,奈良冈功大,6,胜,林俊易,17
2024/6/14,奈良冈功大,6,胜,普兰诺伊·H·S,10
2024/6/13,奈良冈功大,6,胜,坎塔蓬·旺差伦,47
2024/6/12,奈良冈功大,6,胜,Karono KARONO,
2024/6/5,奈良冈功大,6,负,拉斯穆斯·杰姆克,26
2024/5/31,奈良冈功大,5,负,石宇奇,2
2024/5/30,奈良冈功大,5,胜,奇科·瓦多约,29
2024/5/29,奈良冈功大,5,胜,斯里坎特·基达姆比,27
2024/5/17,奈良冈功大,5,负,周天成,14
2024/5/16,奈良冈功大,5,胜,吴英伦,96
2024/5/15,奈良冈功大,5,胜,高桥洸士,61
2024/4/29,奈良冈功大,5,胜,卡伊·舍费尔,82
2024/4/13,奈良冈功大,6,负,李诗沣,7
2024/4/12,奈良冈功大,6,胜,林俊易,19
2024/4/11,奈良冈功大,6,胜,全奕陈,49
2024/4/10,奈良冈功大,6,胜,伍家朗,26
2024/3/13,奈良冈功大,6,负,李梓嘉,10
2024/3/6,奈良冈功大,6,负,奇科·瓦多约,32
2024/1/20,奈良冈功大,6,负,李卓耀,18
2024/1/19,奈良冈功大,6,胜,李梓嘉,10
2024/1/18,奈良冈功大,6,胜,大林拓真,35
2024/1/17,奈良冈功大,6,胜,小托马·波波夫,23
2024/1/12,奈良冈功大,2,负,安德斯·安东森,9
2024/1/11,奈良冈功大,2,胜,杨灿,26
2024/1/10,奈良冈功大,2,胜,克里斯托·波波夫,27
2023/12/15,奈良冈功大,2,负,石宇奇,7
2023/12/14,奈良冈功大,2,负,安赛龙,1
2023/12/13,奈良冈功大,2,负,金廷,4
2023/11/26,奈良冈功大,5,胜,西本拳太,13
2023/11/25,奈良冈功大,5,胜,常山干太,15
2023/11/24,奈良冈功大,5,胜,普兰诺伊·H·S,8
2023/11/23,奈良冈功大,5,胜,安德斯·安东森,10
2023/11/21,奈良冈功大,5,胜,李佳豪,36
2023/11/16,奈良冈功大,5,负,安德斯·安东森,10
2023/11/15,奈良冈功大,5,胜,拉克什亚·森,17
2023/10/27,奈良冈功大,3,负,乔纳坦·克里斯蒂,6
2023/10/25,奈良冈功大,3,胜,李卓耀,16
2023/10/24,奈良冈功大,3,胜,坎塔蓬·旺差伦,32
2023/10/17,奈良冈功大,3,负,骆建佑,9
2023/10/6,奈良冈功大,3,负,石宇奇,6
2023/10/5,奈良冈功大,3,胜,黄智勇,19
2023/10/4,奈良冈功大,3,胜,斯里坎特·基达姆比,21
2023/10/3,奈良冈功大,3,胜,穆罕默德·伊尔凡·赛义德·巴提,
2023/9/29,奈良冈功大,3,负,李卓耀,17
2023/9/8,奈良冈功大,3,负,石宇奇,5
2023/9/7,奈良冈功大,3,胜,林俊易,24
2023/9/6,奈良冈功大,3,胜,李梓嘉,14
2023/8/27,奈良冈功大,4,负,昆拉武特·威提讪,3
2023/8/26,奈良冈功大,4,胜,安德斯·安东森,12
2023/8/25,奈良冈功大,4,胜,石宇奇,8
2023/8/24,奈良冈功大,4,胜,李卓耀,16
2023/8/23,奈良冈功大,4,胜,小托马·波波夫,24
2023/8/21,奈良冈功大,4,胜,卢卡·瓦贝尔,110
2023/8/2,奈良冈功大,4,负,翁泓阳,24
2023/7/29,奈良冈功大,4,负,安赛龙,1
2023/7/28,奈良冈功大,4,胜,石宇奇,5
2023/7/25,奈良冈功大,4,胜,杨灿,26
2023/7/22,奈良冈功大,4,负,骆建佑,8
2023/7/21,奈良冈功大,4,胜,李卓耀,18
2023/7/20,奈良冈功大,4,胜,普里扬舒·拉贾瓦特,32
2023/7/19,奈良冈功大,4,胜,米沙·西尔伯曼,33
2023/7/8,奈良冈功大,3,负,李诗沣,10
2023/7/7,奈良冈功大,3,胜,雷兰曦,65
2023/7/6,奈良冈功大,3,胜,扬·劳达,43
2023/7/5,奈良冈功大,3,胜,Luís Enrique PEÑALVER,56
2023/6/16,奈良冈功大,4,负,普兰诺伊·H·S,9
2023/6/15,奈良冈功大,4,胜,石宇奇,6
2023/6/14,奈良冈功大,4,胜,安德斯·安东森,18
2023/6/10,奈良冈功大,4,负,安德斯·安东森,22
2023/6/9,奈良冈功大,4,胜,石宇奇,9
2023/6/7,奈良冈功大,4,胜,普里扬舒·拉贾瓦特,37
2023/6/6,奈良冈功大,4,胜,普兰诺伊·H·S,8
2023/5/26,奈良冈功大,3,负,林俊易,24
2023/5/25,奈良冈功大,3,胜,拉斯穆斯·杰姆克,19
2023/5/24,奈良冈功大,3,胜,李佳豪,47
2023/5/20,奈良冈功大,3,负,石宇奇,10
2023/5/19,奈良冈功大,3,负,昆拉武特·威提讪,7
2023/5/15,奈良冈功大,3,胜,亚历克斯·拉尼耶,43
2023/4/28,奈良冈功大,5,负,陆光祖,14
2023/4/27,奈良冈功大,5,胜,斯里坎特·基达姆比,23
2023/4/26,奈良冈功大,5,胜,Bharath LATHEESH,
2023/3/17,奈良冈功大,6,负,李梓嘉,4
2023/3/16,奈良冈功大,6,胜,斯里坎特·基达姆比,22
2023/3/8,奈良冈功大,6,负,伍家朗,15
2023/2/16,奈良冈功大,7,负,周天成,5
2023/2/14,奈良冈功大,7,胜,Murad ALI,
2023/1/25,奈良冈功大,7,负,拉克什亚·森,12
2023/1/17,奈良冈功大,6,负,骆建佑,7
2023/1/15,奈良冈功大,7,负,安赛龙,1
2023/1/14,奈良冈功大,7,胜,昆拉武特·威提讪,9
2023/1/13,奈良冈功大,7,胜,普兰诺伊·H·S,8
2023/1/12,奈良冈功大,7,胜,黄智勇,25
2023/1/11,奈良冈功大,7,胜,李梓嘉,2
2024/11/14,昆拉武特·威提讪,5,负,戚又仁,30
2024/11/13,昆拉武特·威提讪,5,胜,伍家朗,19
2024/11/10,昆拉武特·威提讪,5,胜,王正行,55
2024/11/9,昆拉武特·威提讪,5,胜,基兰·乔治,41
2024/11/8,昆拉武特·威提讪,5,胜,刘亮,131
2024/11/7,昆拉武特·威提讪,5,胜,  Panitchaphon TEERARATSAKUL,58
2024/11/6,昆拉武特·威提讪,5,胜,郑敏顺,
2024/10/17,昆拉武特·威提讪,6,负,渡边航贵,13
2024/10/15,昆拉武特·威提讪,6,胜,马德斯·克里斯托弗森,47
2024/10/11,昆拉武特·威提讪,7,胜,奈良冈功大,6
2024/10/10,昆拉武特·威提讪,7,胜,伍家朗,20
2024/10/9,昆拉武特·威提讪,7,胜,翁泓阳,15
2024/9/21,昆拉武特·威提讪,7,负,奈良冈功大,6
2024/9/20,昆拉武特·威提讪,7,胜,金廷,10
2024/9/19,昆拉武特·威提讪,7,胜,杨灿,24
2024/9/17,昆拉武特·威提讪,7,胜,苏力扬,35
2024/8/5,昆拉武特·威提讪,8,负,安赛龙,2
2024/8/4,昆拉武特·威提讪,8,胜,李梓嘉,7
2024/8/2,昆拉武特·威提讪,8,胜,石宇奇,1
2024/8/1,昆拉武特·威提讪,8,胜,西本拳太,10
2024/7/31,昆拉武特·威提讪,8,胜,卡勒·科利约宁,60
2024/7/27,昆拉武特·威提讪,8,胜,乔治·朱利安·保罗,109
2024/6/8,昆拉武特·威提讪,8,负,安德斯·安东森,5
2024/6/7,昆拉武特·威提讪,8,胜,李梓嘉,7
2024/6/6,昆拉武特·威提讪,8,胜,普里扬舒·拉贾瓦特,34
2024/6/4,昆拉武特·威提讪,8,胜,骆建佑,13
2024/5/18,昆拉武特·威提讪,8,负,伍家朗,27
2024/5/17,昆拉武特·威提讪,8,胜,Meiraba Luwang MAISNAM,84
2024/5/16,昆拉武特·威提讪,8,胜,梁峻豪,37
2024/5/15,昆拉武特·威提讪,8,胜,拉斯穆斯·杰姆克,26
2024/5/1,昆拉武特·威提讪,8,胜,黄涵瑞,106
2024/4/27,昆拉武特·威提讪,8,胜,普兰诺伊·H·S,9
2024/4/12,昆拉武特·威提讪,8,负,石宇奇,2
2024/4/11,昆拉武特·威提讪,8,胜,阮海当,83
2024/4/10,昆拉武特·威提讪,8,胜,普林斯·达哈尔,178
2024/3/14,昆拉武特·威提讪,7,负,乔纳坦·克里斯蒂,9
2024/3/13,昆拉武特·威提讪,7,胜,陆光祖,17
2024/3/10,昆拉武特·威提讪,8,负,石宇奇,2
2024/3/9,昆拉武特·威提讪,8,胜,拉克什亚·森,19
2024/3/8,昆拉武特·威提讪,8,胜,王子维,27
2024/3/7,昆拉武特·威提讪,8,胜,林俊易,21
2024/3/5,昆拉武特·威提讪,8,胜,杨灿,22
2024/1/27,昆拉武特·威提讪,9,负,安德斯·安东森,7
2024/1/26,昆拉武特·威提讪,9,胜,基兰·乔治,36
2024/1/25,昆拉武特·威提讪,9,胜,周天成,14
2024/1/24,昆拉武特·威提讪,9,胜,王子维,26
2024/1/18,昆拉武特·威提讪,8,负,李卓耀,18
2024/1/17,昆拉武特·威提讪,8,胜,马格努斯·约翰内森,32
2024/1/11,昆拉武特·威提讪,7,负,林俊易,21
2024/1/10,昆拉武特·威提讪,7,胜,西本拳太,12
2023/12/15,昆拉武特·威提讪,5,负,安德斯·安东森,11
2023/12/14,昆拉武特·威提讪,5,负,李诗沣,3
2023/12/13,昆拉武特·威提讪,5,负,乔纳坦·克里斯蒂,6
2023/11/23,昆拉武特·威提讪,6,负,西本拳太,13
2023/11/22,昆拉武特·威提讪,6,胜,斯里坎特·基达姆比,24
2023/10/27,昆拉武特·威提讪,4,负,黄智勇,18
2023/10/25,昆拉武特·威提讪,4,胜,周天成,14
2023/10/24,昆拉武特·威提讪,4,胜,米沙·西尔伯曼,37
2023/10/18,昆拉武特·威提讪,5,负,拉斯穆斯·杰姆克,23
2023/10/11,昆拉武特·威提讪,5,负,克里斯托·波波夫,29
2023/10/4,昆拉武特·威提讪,4,负,李梓嘉,16
2023/10/3,昆拉武特·威提讪,4,胜,阮海当,104
2023/9/28,昆拉武特·威提讪,4,胜,李卓耀,17
2023/8/27,昆拉武特·威提讪,3,胜,奈良冈功大,4
2023/8/26,昆拉武特·威提讪,3,胜,普兰诺伊·H·S,9
2023/8/25,昆拉武特·威提讪,3,胜,王子维,29
2023/8/24,昆拉武特·威提讪,3,胜,拉克什亚·森,11
2023/8/22,昆拉武特·威提讪,3,胜,伊戈尔·科埃略,56
2023/8/21,昆拉武特·威提讪,3,胜,Jonathan MATIAS,65
2023/7/28,昆拉武特·威提讪,3,负,乔纳坦·克里斯蒂,9
2023/7/27,昆拉武特·威提讪,3,胜,西本拳太,11
2023/7/26,昆拉武特·威提讪,3,胜,王子维,28
2023/7/16,昆拉武特·威提讪,4,负,李诗沣,7
2023/7/15,昆拉武特·威提讪,4,胜,林俊易,27
2023/7/14,昆拉武特·威提讪,4,胜,大林拓真,62
2023/7/13,昆拉武特·威提讪,4,胜,马德斯·克里斯托弗森,63
2023/7/12,昆拉武特·威提讪,4,胜,伊戈尔·科埃略,52
2023/7/5,昆拉武特·威提讪,4,负,拉克什亚·森,19
2023/6/10,昆拉武特·威提讪,3,负,金廷,2
2023/6/9,昆拉武特·威提讪,3,胜,克里斯托·波波夫,35
2023/6/7,昆拉武特·威提讪,3,胜,黄智勇,21
2023/6/6,昆拉武特·威提讪,3,胜,王子维,28
2023/6/4,昆拉武特·威提讪,5,胜,李卓耀,17
2023/6/3,昆拉武特·威提讪,5,胜,拉克什亚·森,23
2023/6/2,昆拉武特·威提讪,5,胜,陆光祖,13
2023/6/1,昆拉武特·威提讪,5,胜,奇科·瓦多约,21
2023/5/31,昆拉武特·威提讪,5,胜,米通·曼朱纳特,43
2023/5/25,昆拉武特·威提讪,5,负,斯里坎特·基达姆比,23
2023/5/24,昆拉武特·威提讪,5,胜,常山干太,15
2023/5/19,昆拉武特·威提讪,7,胜,奈良冈功大,3
2023/5/18,昆拉武特·威提讪,7,胜,乔纳坦·克里斯蒂,6
2023/5/15,昆拉武特·威提讪,7,胜,卡伊·舍费尔,67
2023/4/27,昆拉武特·威提讪,8,负,李诗沣,11
2023/4/26,昆拉武特·威提讪,8,胜,Viren NETTASINGHE,139
2023/3/16,昆拉武特·威提讪,7,负,石宇奇,12
2023/3/15,昆拉武特·威提讪,7,胜,桃田贤斗,20
2023/3/8,昆拉武特·威提讪,7,负,李诗沣,20
2023/1/22,昆拉武特·威提讪,8,胜,安赛龙,1
2023/1/21,昆拉武特·威提讪,8,胜,金廷,3
2023/1/20,昆拉武特·威提讪,8,胜,骆建佑,7
2023/1/18,昆拉武特·威提讪,8,胜,安德斯·安东森,26
2023/1/17,昆拉武特·威提讪,8,胜,伍家朗,17
2023/1/14,昆拉武特·威提讪,9,负,奈良冈功大,7
2023/1/13,昆拉武特·威提讪,9,胜,骆建佑,6
2023/1/12,昆拉武特·威提讪,9,胜,坎塔蓬·旺差伦,32
2023/1/11,昆拉武特·威提讪,9,胜,谢萨·希伦·雷斯塔维托,24
2024/11/14,周天成,8,负,克里斯托·波波夫,25
2024/11/13,周天成,8,胜,杨灿,27
2024/11/1,周天成,8,负,拉斯穆斯·杰姆克,29
2024/10/31,周天成,8,胜,艾德·雷斯基·雷查约,67
2024/10/30,周天成,8,胜,Aaron SONNENSCHEIN,
2024/10/17,周天成,9,负,翁泓阳,16
2024/10/16,周天成,9,胜,王子维,24
2024/10/13,周天成,10,胜,乔纳坦·克里斯蒂,5
2024/10/12,周天成,10,胜,渡边航贵,14
2024/10/11,周天成,10,胜,亚历克斯·拉尼耶,21
2024/10/10,周天成,10,胜,拉克什亚·森,19
2024/10/9,周天成,10,胜,阿诺·梅克尔,47
2024/9/19,周天成,9,负,翁泓阳,25
2024/9/18,周天成,9,胜,李诗沣,4
2024/9/13,周天成,9,负,安赛龙,2
2024/9/12,周天成,9,胜,萨兰·贾姆斯里,122
2024/9/11,周天成,9,胜,盛晓东,91
2024/9/7,周天成,9,负,戚又仁,42
2024/9/6,周天成,9,胜,贺首维,68
2024/9/5,周天成,9,胜,宋侞纹,72
2024/9/4,周天成,9,胜,萨兰·贾姆斯里,135
2024/8/25,周天成,10,负,亚历克斯·拉尼耶,29
2024/8/24,周天成,10,胜,奈良冈功大,8
2024/8/23,周天成,10,胜,坎塔蓬·旺差伦,40
2024/8/22,周天成,10,胜,李佳豪,28
2024/8/21,周天成,10,胜,陆光祖,14
2024/8/2,周天成,11,负,拉克什亚·森,18
2024/8/1,周天成,11,胜,奈良冈功大,5
2024/7/31,周天成,11,胜,李卓耀,17
2024/7/28,周天成,11,胜,路易斯·拉蒙·加里多,67
2024/6/14,周天成,13,负,李佳豪,37
2024/6/13,周天成,13,胜,戚又仁,38
2024/6/12,周天成,13,胜,Raghu MARISWAMY,109
2024/6/6,周天成,11,负,梁峻豪,32
2024/6/5,周天成,11,胜,林俊易,17
2024/6/1,周天成,13,负,石宇奇,2
2024/5/31,周天成,13,胜,西本拳太,11
2024/5/30,周天成,13,胜,杨灿,25
2024/5/29,周天成,13,胜,乔纳坦·克里斯蒂,3
2024/5/24,周天成,13,负,安赛龙,1
2024/5/23,周天成,13,胜,高桥洸士,56
2024/5/22,周天成,13,胜,拉斯穆斯·杰姆克,27
2024/5/18,周天成,14,负,李梓嘉,10
2024/5/17,周天成,14,胜,奈良冈功大,5
2024/5/16,周天成,14,胜,戚又仁,39
2024/5/15,周天成,14,胜,大林拓真,31
2024/5/4,周天成,14,负,金廷,7
2024/5/3,周天成,14,胜,安赛龙,1
2024/5/1,周天成,14,负,西本拳太,11
2024/4/28,周天成,14,胜,卡伊·舍费尔,82
2024/4/11,周天成,15,负,李梓嘉,11
2024/3/30,周天成,15,负,小托马·波波夫,25
2024/3/29,周天成,15,胜,梁峻豪,37
2024/3/28,周天成,15,胜,郑加恒,56
2024/3/27,周天成,15,胜,阮日,41
2024/3/24,周天成,15,负,林俊易,22
2024/3/23,周天成,15,胜,拉斯穆斯·杰姆克,28
2024/3/22,周天成,15,胜,普里扬舒·拉贾瓦特,32
2024/3/21,周天成,15,胜,全奕陈,49
2024/3/20,周天成,15,胜,克里斯托·波波夫,21
2024/3/13,周天成,14,负,乔纳坦·克里斯蒂,9
2024/3/6,周天成,14,负,斯里坎特·基达姆比,24
2024/2/29,周天成,14,负,赵俊鹏,41
2024/2/28,周天成,14,胜,马克·卡尔尤,47
2024/2/4,周天成,14,胜,骆建佑,12
2024/2/3,周天成,14,胜,马克·卡尔尤,51
2024/2/2,周天成,14,胜,林俊易,19
2024/2/1,周天成,14,胜,王柏崴,90
2024/1/31,周天成,14,胜,李佳豪,32
2024/1/25,周天成,14,负,昆拉武特·威提讪,9
2024/1/24,周天成,14,胜,克里斯托·波波夫,28
2024/1/16,周天成,13,负,普兰诺伊·H·S,9
2024/1/9,周天成,14,负,小托马·波波夫,25
2023/11/29,周天成,14,负,马德斯·克里斯托弗森,47
2023/11/21,周天成,12,负,普兰诺伊·H·S,8
2023/11/18,周天成,12,负,石宇奇,7
2023/11/17,周天成,12,胜,渡边航贵,24
2023/11/16,周天成,12,胜,普兰诺伊·H·S,8
2023/11/15,周天成,12,胜,常山干太,16
2023/11/8,周天成,12,负,廖倬甫,80
2023/11/5,周天成,13,胜,李卓耀,19
2023/11/4,周天成,13,胜,亚历克斯·拉尼耶,57
2023/11/3,周天成,13,胜,阮日,39
2023/11/2,周天成,13,胜,卢卡斯·克拉尔布特,90
2023/11/1,周天成,13,胜,法比安·罗斯,81
2023/10/25,周天成,14,负,昆拉武特·威提讪,4
2023/10/24,周天成,14,胜,渡边航贵,26
2023/10/19,周天成,13,负,西本拳太,14
2023/10/18,周天成,13,胜,乔纳坦·克里斯蒂,7
2023/10/12,周天成,11,负,黄智勇,19
2023/10/11,周天成,11,胜,赵俊鹏,32
2023/10/5,周天成,13,负,石宇奇,6
2023/10/4,周天成,13,胜,Viren NETTASINGHE,93
2023/10/3,周天成,13,胜,乔纳坦·克里斯蒂,5
2023/10/2,周天成,13,胜,裴鹏锋,
2023/9/29,周天成,13,胜,石宇奇,6
2023/9/28,周天成,13,胜,侯赛因·扎扬,
2023/9/13,周天成,12,负,黄智勇,20
2023/9/6,周天成,11,负,李诗沣,7
2023/8/24,周天成,10,负,安赛龙,1
2023/8/22,周天成,10,胜,舒之颢,104
2023/8/21,周天成,10,胜,凯文·科登,53
2023/8/4,周天成,10,负,翁泓阳,24
2023/8/3,周天成,10,胜,赵俊鹏,26
2023/8/2,周天成,10,胜,陈延泽,81
2023/7/25,周天成,8,负,斯里坎特·基达姆比,20
2023/7/20,周天成,7,负,安德斯·安东森,16
2023/7/19,周天成,7,胜,詹俊为,45
2023/6/22,周天成,6,负,林俊易,24
2023/6/21,周天成,6,胜,米通·曼朱纳特,39
2023/6/16,周天成,8,负,安赛龙,1
2023/6/15,周天成,8,胜,杨灿,26
2023/6/13,周天成,8,胜,克里斯托·波波夫,30
2023/6/7,周天成,7,负,安德斯·安东森,22
2023/6/6,周天成,7,胜,拉克什亚·森,19
2023/6/1,周天成,7,负,黄智勇,24
2023/5/31,周天成,7,胜,林俊易,22
2023/5/24,周天成,6,负,普兰诺伊·H·S,9
2023/5/19,周天成,5,胜,李伦圭,
2023/5/17,周天成,5,负,李梓嘉,8
2023/5/15,周天成,5,胜,曾骏汉,131
2023/5/14,周天成,5,胜,普兰诺伊·H·S,9
2023/4/27,周天成,6,负,陆光祖,14
2023/4/26,周天成,6,胜,阮海当,138
2023/3/26,周天成,6,负,渡边航贵,37
2023/3/25,周天成,6,胜,安赛龙,1
2023/3/24,周天成,6,胜,黄智勇,26
2023/3/23,周天成,6,胜,戚又仁,58
2023/3/22,周天成,6,胜,王子维,24
2023/3/14,周天成,5,负,拉克什亚·森,19
2023/2/16,周天成,5,胜,奈良冈功大,7
2023/2/14,周天成,5,负,伍家朗,14
2023/1/25,周天成,5,负,杨灿,30
2023/1/20,周天成,5,负,乔纳坦·克里斯蒂,4
2023/1/18,周天成,5,胜,王子维,21
2023/1/17,周天成,5,胜,李卓耀,15
2023/1/12,周天成,5,负,常山干太,26
2023/1/10,周天成,5,胜,石宇奇,34
2024/11/17,李诗沣,9,胜,梁峻豪,31
2024/11/16,李诗沣,9,胜,安赛龙,2
2024/11/15,李诗沣,9,胜,戚又仁,30
2024/11/14,李诗沣,9,胜,西本拳太,12
2024/11/13,李诗沣,9,胜,亚历克斯·拉尼耶,16
2024/10/18,李诗沣,8,负,安德斯·安东森,4
2024/10/17,李诗沣,8,胜,苏力扬,35
2024/10/16,李诗沣,8,胜,克里斯托·波波夫,29
2024/10/10,李诗沣,8,负,李卓耀,16
2024/10/9,李诗沣,8,胜,小托马·波波夫,18
2024/9/18,李诗沣,4,负,周天成,9
2024/8/30,李诗沣,5,负,李佳豪,30
2024/8/29,李诗沣,5,胜,坎塔蓬·旺差伦,38
2024/8/28,李诗沣,5,胜,戚又仁,42
2024/8/1,李诗沣,6,负,骆建佑,13
2024/7/31,李诗沣,6,胜,阿努奥卢瓦波·朱翁·奥佩约里,104
2024/7/28,李诗沣,6,胜,托比亚斯·金齐,113
2024/6/8,李诗沣,4,负,石宇奇,2
2024/6/7,李诗沣,4,胜,梁峻豪,32
2024/6/6,李诗沣,4,胜,克里斯托·波波夫,24
2024/6/5,李诗沣,4,胜,杨灿,25
2024/6/2,李诗沣,6,负,石宇奇,2
2024/5/31,李诗沣,6,胜,骆建佑,12
2024/5/30,李诗沣,6,胜,李卓耀,16
2024/5/28,李诗沣,6,胜,雷兰曦,34
2024/5/24,李诗沣,6,负,伍家朗,24
2024/5/23,李诗沣,6,胜,梁峻豪,37
2024/5/22,李诗沣,6,胜,小托马·波波夫,23
2024/5/5,李诗沣,6,负,乔纳坦·克里斯蒂,3
2024/5/4,李诗沣,6,胜,梁峻豪,37
2024/5/2,李诗沣,6,负,拉克什亚·森,13
2024/4/30,李诗沣,6,胜,李伦圭,123
2024/4/28,李诗沣,6,胜,赖浩俊,93
2024/4/27,李诗沣,6,胜,Jacob SCHUELER,173
2024/4/14,李诗沣,7,负,乔纳坦·克里斯蒂,5
2024/4/13,李诗沣,7,胜,奈良冈功大,6
2024/4/12,李诗沣,7,胜,金廷,3
2024/4/11,李诗沣,7,胜,王子维,24
2024/4/10,李诗沣,7,胜,mahd SHAIKH,
2024/3/12,李诗沣,4,负,小托马·波波夫,27
2024/3/7,李诗沣,4,负,拉克什亚·森,19
2024/3/5,李诗沣,4,胜,渡边航贵,20
2024/1/24,李诗沣,3,负,杨灿,24
2024/1/18,李诗沣,3,负,渡边航贵,22
2024/1/16,李诗沣,3,胜,坎塔蓬·旺差伦,39
2024/1/12,李诗沣,3,负,林俊易,21
2024/1/11,李诗沣,3,胜,翁泓阳,18
2024/1/10,李诗沣,3,胜,李佳豪,33
2023/12/15,李诗沣,3,胜,乔纳坦·克里斯蒂,6
2023/12/14,李诗沣,3,胜,昆拉武特·威提讪,5
2023/12/13,李诗沣,3,负,安德斯·安东森,11
2023/11/22,李诗沣,4,负,拉斯穆斯·杰姆克,28
2023/10/29,李诗沣,5,负,乔纳坦·克里斯蒂,6
2023/10/28,李诗沣,5,胜,黄智勇,18
2023/10/27,李诗沣,5,胜,金廷,2
2023/10/25,李诗沣,5,胜,李梓嘉,11
2023/10/24,李诗沣,5,胜,赵俊鹏,33
2023/10/17,李诗沣,6,负,小托马·波波夫,26
2023/10/7,李诗沣,8,胜,石宇奇,6
2023/10/6,李诗沣,8,胜,普兰诺伊·H·S,7
2023/10/5,李诗沣,8,胜,金廷,2
2023/10/4,李诗沣,8,胜,西本拳太,12
2023/10/3,李诗沣,8,胜,Murad ALI,
2023/10/1,李诗沣,8,胜,斯里坎特·基达姆比,21
2023/9/30,李诗沣,8,胜,常山干太,15
2023/9/29,李诗沣,8,胜,王子维,25
2023/9/7,李诗沣,7,负,陆光祖,15
2023/9/6,李诗沣,7,胜,周天成,11
2023/8/24,李诗沣,6,负,王子维,29
2023/8/22,李诗沣,6,胜,坎塔蓬·旺差伦,34
2023/8/21,李诗沣,6,胜,德米特里·帕纳林,91
2023/7/25,李诗沣,6,负,普兰诺伊·H·S,10
2023/7/16,李诗沣,7,胜,昆拉武特·威提讪,4
2023/7/15,李诗沣,7,胜,拉克什亚·森,12
2023/7/14,李诗沣,7,胜,苏力扬,38
2023/7/13,李诗沣,7,胜,戚又仁,41
2023/7/12,李诗沣,7,胜,塞·帕拉内斯·巴米迪帕提,71
2023/7/9,李诗沣,10,负,拉克什亚·森,19
2023/7/8,李诗沣,10,胜,奈良冈功大,3
2023/7/7,李诗沣,10,胜,渡边航贵,38
2023/7/6,李诗沣,10,胜,法比安·罗斯,90
2023/7/5,李诗沣,10,胜,汉斯·维汀哈斯,45
2023/6/17,李诗沣,10,负,金廷,2
2023/6/16,李诗沣,10,胜,斯里坎特·基达姆比,22
2023/6/15,李诗沣,10,胜,骆建佑,5
2023/6/14,李诗沣,10,胜,李卓耀,14
2023/6/9,李诗沣,12,负,金廷,2
2023/6/7,李诗沣,12,胜,翁泓阳,27
2023/6/6,李诗沣,12,胜,詹俊为,45
2023/6/1,李诗沣,12,负,拉克什亚·森,23
2023/5/31,李诗沣,12,胜,詹俊为,46
2023/5/25,李诗沣,11,负,普兰诺伊·H·S,9
2023/5/24,李诗沣,11,胜,李卓耀,17
2023/5/18,李诗沣,11,胜,拉斯穆斯·杰姆克,18
2023/4/28,李诗沣,11,负,金廷,2
2023/4/27,李诗沣,11,胜,昆拉武特·威提讪,8
2023/4/26,李诗沣,11,胜,全奕陈,59
2023/3/22,李诗沣,11,负,李梓嘉,4
2023/3/19,李诗沣,14,胜,石宇奇,12
2023/3/18,李诗沣,14,胜,安德斯·安东森,18
2023/3/17,李诗沣,14,胜,黄智勇,28
2023/3/16,李诗沣,14,胜,赵俊鹏,13
2023/3/15,李诗沣,14,胜,伍家朗,11
2023/3/12,李诗沣,20,负,伍家朗,15
2023/3/11,李诗沣,20,胜,桃田贤斗,23
2023/3/10,李诗沣,20,胜,林俊易,32
2023/3/9,李诗沣,20,胜,汉斯·维汀哈斯,35
2023/3/8,李诗沣,20,胜,昆拉武特·威提讪,7
2023/2/4,李诗沣,23,负,伍家朗,18
2023/2/3,李诗沣,23,胜,塞·帕拉内斯·巴米迪帕提,49
2023/2/2,李诗沣,23,胜,陈延泽,95
2023/2/1,李诗沣,23,胜,萨米尔·维尔马,51
2023/1/25,李诗沣,20,负,骆建佑,8
2023/1/20,李诗沣,22,负,金廷,3
2023/1/18,李诗沣,22,胜,李梓嘉,2
2023/1/17,李诗沣,22,胜,黄智勇,27
2023/1/11,李诗沣,20,负,骆建佑,6
2024/11/15,李梓嘉,7,负,乔纳坦·克里斯蒂,6
2024/11/14,李梓嘉,7,胜,苏力扬,34
2024/11/13,李梓嘉,7,胜,贺首维,50
2024/10/11,李梓嘉,4,负,渡边航贵,14
2024/10/10,李梓嘉,4,胜,田中湧士,30
2024/10/9,李梓嘉,4,胜,克里斯托·波波夫,27
2024/9/17,李梓嘉,3,负,渡边航贵,15
2024/8/20,李梓嘉,6,负,亚历克斯·拉尼耶,29
