A,B
-7.229147,1.0793861
-7.427169,1.1948696
-4.000004,-2.6409965
-7.0261807,1.2070167
-6.601406,0.63540804
-2.0,-3.4669669
-5.421568,-0.40729836
-1.0,-3.7371836
-6.5034294,0.5612397
-3.000001,-4.0198045
-7.066815,1.6451612
