12468	9167	964	455	2	1
8490	8226	163	179	2	0
7538	9063	108	199	0	2
8846	9215	279	121	0	2
7939	8712	229	146	0	2
6196	8529	200	216	0	2
8182	10604	64	318	2	0
9049	8336	127	111	2	0
6687	7835	91	78	1	2
8058	7924	53	71	0	2
8904	7961	43	93	0	2
2184	7962	196	68	2	0
6464	8512	77	153	0	2
8485	8474	39	75	2	0
12582	8620	781	101	0	2
8049	2644	60	74	2	0
5616	8965	86	45	2	0
7427	243	141	148	2	0
7947	9372	244	98	0	2
7868	7239	143	142	2	0
7853	8365	297	130	0	2
12088	4680	309	212	2	0
12445	7842	187	392	1	2
9469	7728	165	189	2	0
8181	186	379	100	2	0
7049	8758	387	197	2	0
9730	883	128	142	1	2
9147	8522	238	120	1	2
7868	8784	233	188	0	2
8336	8158	93	260	1	2
7853	4680	270	115	0	2
7411	7555	266	186	0	2
11856	8797	246	235	2	1
12445	12088	116	184	0	2
7857	5281	178	122	0	2
7866	9042	139	195	2	0
10004	7728	570	358	2	1
8516	8468	114	299	2	0
8784	8767	122	186	1	2
7317	7823	11	36	2	1
7361	8084	3	18	2	0
2618	7447	67	25	1	2
7838	10118	63	78	2	1
8063	9256	238	37	0	2
665	6459	80	56	2	1
7722	8327	44	70	0	2
468	11934	25	52	2	0
7571	8002	5	12	2	1
7571	541	5	7	2	1
7338	7335	13	1	0	2
541	6173	7	16	1	2
5238	7338	3	13	0	2
5238	899	3	6	0	2
899	7335	6	1	1	2
8002	6173	12	16	1	2
8250	8311	2	3	0	2
7854	8050	1	5	1	2
7854	7681	1	4	2	0
8050	8707	5	7	1	2
7098	7493	6	13	0	2
7681	8707	4	7	0	2
8311	7493	3	13	0	2
8336	8516	111	133	2	1
9791	8784	195	122	0	2
9049	12088	127	254	2	0
8258	8724	109	143	2	0
7421	8084	21	18	1	2
7928	7823	10	36	0	2
7638	12088	103	254	0	2
2313	7963	47	124	0	2
7690	8204	84	58	2	0
8063	6934	42	127	1	2
2790	11798	54	72	0	2
5434	7255	133	100	2	1
11852	8448	44	107	2	0
8166	8877	81	174	2	1
8327	8477	264	61	0	2
7978	7109	57	56	2	1
8928	6878	64	40	1	2
8444	7815	65	51	0	2
8508	7361	13	3	0	2
7530	7317	19	11	0	2
8244	6110	22	49	1	2
936	7855	101	53	0	2
11763	8259	14	32	2	0
7641	7793	49	168	0	2
8232	7984	45	29	1	2
7785	9049	62	127	1	2
541	8002	8	15	2	1
7571	6173	4	17	2	0
5238	7335	3	1	1	2
8311	7098	3	6	2	0
8250	7493	2	13	2	1
7465	8516	560	133	1	2
5879	7421	9	21	0	2
8508	7911	13	10	2	1
1150	7317	8	11	0	2
7457	8084	28	18	0	2
7361	7931	3	11	2	0
7823	5563	36	41	2	0
5092	7928	13	10	1	2
6476	7855	136	53	1	2
7269	7869	44	43	2	1
8259	7568	32	81	2	0
7530	5533	19	44	2	0
7948	8176	40	98	2	0
8232	7727	45	88	2	0
11763	8742	14	91	2	1
12049	4526	139	81	0	2
7793	5115	168	83	2	1
899	7338	7	9	1	2
7681	8050	4	5	2	0
7854	8707	1	7	2	0
8716	7984	113	29	0	2
8336	7866	111	153	2	0
12088	7760	254	75	2	0
8767	9059	186	125	2	0
634	7823	9	36	0	2
8449	8508	85	13	1	2
7465	9730	560	116	2	0
8484	7638	163	103	1	2
8724	883	143	715	2	0
7785	8710	62	175	2	1
7361	9080	3	20	2	1
7911	8580	10	15	2	1
883	8516	144	133	0	2
468	7928	25	10	1	2
655	7530	1	19	0	2
7421	8157	21	24	2	0
9144	936	147	101	0	2
6110	7442	49	130	2	1
8084	8446	18	2	2	1
7457	2790	28	58	2	0
5879	8204	9	60	2	1
7948	8734	40	234	2	0
7641	12049	48	139	0	2
8244	8455	22	117	2	0
7641	8354	49	63	2	0
4526	8722	81	443	2	1
7931	8304	11	29	2	1
8580	7699	15	6	2	1
8258	8710	109	207	2	0
8449	8985	85	19	2	0
8452	9049	148	127	0	2
8477	2790	65	58	1	2
9011	7421	31	21	1	2
7911	8058	10	55	2	0
7886	8508	33	13	0	2
8348	8716	66	113	0	2
7727	8071	88	106	2	0
11963	7269	252	44	0	2
8259	7454	32	115	2	0
8157	7750	24	5	2	1
11962	7855	132	53	0	2
7833	936	200	101	0	2
8204	11852	60	44	2	0
9080	6878	20	42	2	0
11763	7632	14	210	2	0
8232	7442	45	159	2	1
8742	8244	91	71	2	1
8176	6476	97	136	0	2
9144	7101	147	988	2	1
8048	7984	100	29	0	2
8336	9314	111	165	2	0
7641	11870	49	294	2	0
7931	8420	11	22	2	0
7447	5533	27	44	1	2
7313	8446	37	2	0	2
1150	697	8	42	2	0
8084	7201	18	49	2	0
5563	5527	41	4	2	0
7898	7457	8	28	1	2
5879	8485	9	40	2	1
8304	7613	29	7	2	0
8176	7989	98	46	2	1
7361	7932	3	39	2	0
12501	7568	245	81	0	2
12049	8354	179	63	1	2
8461	5115	209	83	0	2
8724	11960	143	211	2	1
7785	12158	62	292	2	0
1716	7855	223	53	0	2
8718	11962	140	132	1	2
7426	6476	352	136	0	2
8176	8734	97	146	2	1
936	8261	101	55	2	0
7674	7101	105	988	1	2
8530	9144	77	147	1	2
12268	5115	92	83	1	2
8461	7479	209	171	2	0
8718	7989	530	46	0	2
6238	7793	306	168	0	2
8176	11890	98	374	2	0
8734	7401	234	71	2	1
8764	6814	56	388	2	0
4616	8354	124	63	1	2
8194	7948	174	40	1	2
12049	11889	179	120	2	0
4526	1823	81	91	2	0
7382	11870	367	294	0	2
12049	9032	139	141	2	1
7641	8849	49	150	2	0
7641	8752	48	86	2	0
8516	7525	133	80	2	0
7857	883	192	144	0	2
12445	9730	110	116	1	2
186	7465	98	560	0	2
9042	6274	177	85	0	2
7866	8784	153	183	2	0
9314	12539	165	376	2	0
5290	8336	94	111	0	2
7720	7869	378	43	0	2
8247	7269	132	44	1	2
8767	7332	186	415	2	0
8522	12088	109	254	0	2
12117	11963	223	252	1	2
7322	8784	180	122	1	2
7638	7334	103	286	2	0
9791	7760	195	106	2	0
8323	8484	86	163	0	2
6110	8048	49	87	2	1
883	1996	715	67	2	1
9049	8724	127	90	2	1
7868	8710	127	207	0	2
8455	9057	117	351	2	0
8467	8452	107	148	1	2
8244	7623	22	277	2	1
8710	4680	175	114	2	1
5563	7699	41	162	2	1
7914	7823	32	36	0	2
8304	468	221	25	1	2
7886	9080	118	195	0	2
697	5482	42	34	2	1
7447	8215	27	22	2	1
513	7530	45	19	0	2
7317	2467	13	39	0	2
12117	7984	156	29	0	2
8048	9461	100	253	2	0
7245	8716	244	113	0	2
8348	12186	66	268	2	1
8071	8154	106	37	2	1
9034	7727	362	88	0	2
7442	4202	159	259	2	1
8232	4949	45	883	2	0
5440	7454	112	115	0	2
8259	6907	32	139	2	0
9523	8244	412	71	0	2
7720	8742	170	91	0	2
11763	7612	14	237	2	0
8985	9011	23	50	0	2
8580	7421	18	24	2	0
7722	7530	48	23	2	1
6110	7877	49	37	2	0
8707	7727	7	155	2	0
7335	4526	1	81	2	0
7313	7815	37	52	2	0
11748	7201	51	49	0	2
8084	8447	18	35	2	1
2790	7725	58	12	2	0
8477	5434	65	133	2	0
7457	8063	28	41	2	0
8157	7957	24	36	2	0
7551	9011	17	31	1	2
11852	7787	44	14	2	0
8485	7742	40	47	2	0
7690	8304	90	29	0	2
8527	8420	34	22	1	2
7931	7109	11	54	2	1
6878	8451	42	16	2	0
9080	2184	20	201	2	0
8904	7932	43	39	0	2
8580	8584	15	30	2	0
8515	8126	26	61	1	2
7911	8965	10	45	2	0
8876	8508	38	13	0	2
2644	7886	79	33	0	2
8985	7964	19	70	2	1
7421	7911	24	10	2	0
8508	9011	14	50	0	2
8985	9080	23	20	2	0
8451	8580	17	18	0	2
8530	8002	84	101	1	2
7571	6110	4	49	1	2
7722	5092	48	14	2	1
8707	11763	7	16	2	0
2467	468	39	22	2	1
7727	7984	155	33	2	0
7957	7421	41	24	0	2
9011	7835	50	95	2	1
7317	8051	13	452	2	1
11796	7911	51	10	1	2
8392	8580	27	18	1	2
859	7530	29	23	0	2
6253	8508	54	14	0	2
7613	8985	7	23	1	2
7931	9080	11	20	0	2
8764	8002	60	101	1	2
8707	8259	7	35	2	1
9144	8072	163	86	0	2
9372	4526	113	81	0	2
7984	7950	33	159	2	0
7335	7568	48	79	2	0
7727	7521	155	9	2	0
7571	7310	4	126	2	0
7361	8451	3	17	1	2
8904	7722	275	48	0	2
5539	2467	44	39	1	2
243	8985	169	23	0	2
7835	2313	95	45	2	0
7421	8447	24	38	2	1
8048	8530	99	84	0	2
7846	9011	19	50	0	2
859	8215	29	20	2	1
8063	9080	39	20	0	2
5879	8392	9	27	1	2
7317	6815	13	16	2	0
7335	8176	1	98	2	0
7674	4526	810	81	0	2
8244	6110	22	49	1	2
9372	7269	113	44	2	1
8051	9080	452	251	2	0
7877	6233	37	16	2	0
8904	8580	42	18	0	2
7931	8085	11	67	2	0
7530	1150	23	8	2	1
7613	8420	7	21	2	0
7551	7957	15	41	1	2
8531	8508	258	14	0	2
7984	7612	33	271	2	0
7568	1716	79	237	2	0
7361	7201	3	48	2	0
8002	7641	101	47	2	1
8176	7401	98	71	2	1
7335	8194	1	183	2	0
8232	9144	44	163	0	2
8707	8261	7	57	2	0
11796	8058	51	58	2	0
7335	8522	48	115	2	0
11962	8048	135	99	1	2
7338	7727	9	26	1	2
7727	8315	155	53	2	1
8764	12501	60	254	2	0
11958	9049	279	148	2	1
7704	8530	74	84	0	2
8072	7969	86	50	2	0
11141	7521	73	9	1	2
8084	6253	16	54	1	2
8348	8259	68	35	1	2
11763	7856	16	49	2	0
8742	7641	88	47	0	2
7700	8002	78	101	0	2
12501	8071	254	104	2	1
8764	7674	60	105	2	0
8530	8938	84	45	2	0
7793	7704	165	74	1	2
7612	8365	271	80	2	0
8048	5115	99	77	2	0
7855	11962	51	135	0	2
8026	7969	138	50	0	2
8072	9117	86	65	2	0
8491	9144	83	163	1	2
8232	7863	44	90	2	0
1716	8354	237	61	2	0
8849	7568	147	79	0	2
8176	8522	94	115	0	2
7335	4616	48	121	2	0
7454	8742	150	125	0	2
5092	8673	17	81	2	0
7725	5879	13	10	2	0
7950	9034	159	409	2	0
7984	7632	33	217	2	0
8320	11141	52	73	0	2
7442	8315	156	53	0	2
4526	8411	81	35	2	1
8320	7877	133	37	1	2
8154	7727	39	155	0	2
7674	8455	810	114	2	0
8154	7727	53	26	0	2
8752	7269	86	44	0	2
9049	7339	148	24	2	1
7989	7338	46	9	1	2
6110	7940	49	34	2	1
8530	9372	275	113	0	2
7856	7614	49	67	2	0
8244	7869	22	43	2	1
7401	1823	71	91	2	0
8144	7310	176	126	1	2
6915	8176	54	98	1	2
7571	7442	4	128	2	0
8348	8718	68	137	2	0
2313	7898	45	8	2	1
7835	11748	95	47	2	0
6878	7911	40	10	1	2
6464	9011	69	50	0	2
8538	8126	31	62	2	0
7846	8515	19	26	2	0
8058	8965	58	44	2	0
7313	8508	34	14	0	2
8157	11796	25	51	0	2
8531	7932	258	35	2	0
8447	7725	38	12	2	0
7109	8876	55	37	2	1
7421	8179	24	78	2	0
8084	9790	16	140	2	1
6687	7957	88	41	0	2
7961	9080	82	20	0	2
2618	1150	67	8	1	2
7551	7978	15	53	2	0
8063	8584	39	28	2	0
8515	468	196	22	0	2
8310	7530	34	23	0	2
3686	8580	141	18	0	2
2467	5482	39	31	2	1
7914	8215	32	20	1	2
7093	8904	318	42	0	2
7931	8304	11	30	2	1
5539	513	44	43	2	1
9256	859	36	29	0	2
8392	8652	27	56	2	0
8485	8985	36	23	0	2
9080	7932	251	135	2	0
5879	7742	9	46	2	0
2790	243	57	169	1	2
7447	8051	26	452	0	2
5092	5563	14	38	2	0
7815	8451	49	17	0	2
2184	8420	202	21	0	2
2902	6815	28	16	1	2
7690	55	90	52	0	2
8392	7722	46	48	1	2
7613	8527	7	33	2	0
7317	8304	13	217	2	1
2313	8584	60	33	2	0
5527	8904	4	275	0	2
11852	7201	43	48	0	2
7421	9884	26	118	2	1
7521	11864	11	19	2	1
7338	7076	12	26	0	2
8224	7722	38	54	1	2
5879	7932	10	37	2	1
7201	8584	47	33	1	2
8166	2313	77	60	0	2
8133	7421	85	26	1	2
243	7725	217	13	0	2
5092	7932	17	136	2	1
8411	7076	34	26	0	2
8742	7969	125	52	2	0
12117	7454	188	150	0	2
8304	9884	31	118	0	2
7249	6459	51	53	2	0
8244	7877	21	45	1	2
8531	5879	317	10	0	2
7201	8477	47	69	2	0
8584	7931	33	11	2	0
7613	243	7	217	0	2
7861	7864	12	29	1	2
7725	8058	13	55	2	0
7551	8133	15	85	0	2
2618	8224	71	38	0	2
8673	7447	81	25	2	0
7722	7838	54	65	2	1
10118	12026	84	102	0	2
7421	9221	26	213	2	0
7325	7496	10	14	0	2
7338	7940	12	35	2	0
7969	8315	52	63	2	1
8742	5440	125	111	2	1
7846	2313	21	60	1	2
7911	8166	9	77	1	2
7932	7898	37	8	2	0
8928	8304	61	31	0	2
7918	7932	56	136	0	2
665	2618	77	71	1	2
7690	5879	95	10	0	2
8584	7961	33	84	2	0
8126	243	64	217	1	2
6459	8928	53	854	2	0
8215	7249	20	51	1	2
2902	8224	28	38	1	2
7521	6941	11	32	2	1
7877	7401	45	72	2	0
9884	8420	118	23	2	1
8658	10118	82	84	1	2
5092	8267	17	63	2	0
7861	8232	12	46	2	0
7338	7269	12	44	2	0
7940	8849	35	226	2	0
7864	7704	29	73	2	0
8133	2790	85	56	2	0
8578	12117	118	188	1	2
8058	7313	55	34	2	1
7613	7962	7	70	2	0
8477	8515	69	27	2	0
7201	8204	47	62	2	0
2851	8673	90	81	0	2
8179	7931	80	11	1	2
7423	8928	139	61	1	2
7725	7427	13	113	2	0
7838	468	65	23	2	1
7722	7914	54	31	2	0
5089	7447	55	25	1	2
9057	7493	261	13	0	2
7325	7984	10	35	2	0
2313	8485	60	35	2	0
7932	9764	37	99	2	0
8166	8965	77	43	2	1
12026	5563	102	39	2	0
7571	6110	5	49	2	0
7551	4583	15	180	2	1
7421	8930	26	116	2	0
7731	7877	84	45	1	2
7367	9884	96	118	0	2
7521	7335	11	42	2	1
6941	11889	32	121	2	0
7442	7401	142	72	0	2
5440	7641	111	43	2	0
7969	7863	52	95	2	0
7700	8315	81	63	0	2
8578	11141	118	76	2	1
7846	6687	21	93	2	1
7957	8531	42	317	0	2
7815	7898	50	8	0	2
8048	7496	98	14	1	2
7911	7109	9	54	2	1
7697	8420	114	23	0	2
7833	11864	129	19	0	2
12577	8304	458	31	0	2
12117	8320	188	50	2	0
8742	8530	125	78	2	0
12577	10143	458	133	2	0
7120	7697	100	114	0	2
7924	9884	72	118	0	2
8652	7367	57	96	0	2
8928	3865	61	111	2	0
7742	7423	46	139	0	2
8482	8392	192	25	0	2
8633	9221	245	213	0	2
8930	2644	116	76	2	0
8049	2790	58	56	1	2
6464	8133	63	85	0	2
7251	4583	89	180	0	2
7864	8491	29	84	2	0
8232	6274	46	85	2	0
7861	7632	12	225	2	1
9057	6238	261	281	2	0
8491	6173	85	17	0	2
11864	883	19	161	2	0
7076	11889	26	196	2	0
7521	8176	11	87	2	1
7479	11889	169	121	0	2
8002	6941	100	32	0	2
7335	6911	42	40	2	0
7940	7985	35	79	2	0
8176	7269	95	44	0	2
11763	7496	16	14	1	2
7338	7869	12	42	2	1
8048	8354	98	64	2	0
7984	541	35	90	2	0
2851	7188	90	130	2	1
6149	12026	101	102	0	2
10118	5539	84	44	2	0
8658	6780	82	810	2	0
8928	6272	854	73	2	0
7249	7519	51	69	2	1
8215	6171	20	118	2	0
9011	8179	48	80	0	2
12069	7961	869	84	0	2
8584	7649	33	65	2	0
8444	8477	67	69	0	2
8204	12068	62	231	2	0
7201	8085	47	68	2	0
5434	8485	135	35	0	2
2313	10901	60	119	2	0
9716	6687	164	93	0	2
7255	8965	88	43	1	2
7260	8166	336	77	1	2
8011	7109	81	54	0	2
7401	7727	72	25	2	0
7442	7736	142	38	2	0
1823	7877	92	45	1	2
7731	4526	87	78	2	1
6920	7641	68	48	1	2
8244	6915	21	52	2	0
6110	8718	43	275	2	0
7571	7310	5	122	2	0
7109	468	296	23	0	2
7838	8480	65	288	2	0
8327	7914	70	31	1	2
7722	11934	54	49	2	0
2467	8224	34	38	1	2
2618	8306	71	76	2	0
8904	7447	278	25	0	2
8673	7823	81	37	2	1
4927	7932	120	136	0	2
513	7918	41	56	1	2
8267	8310	63	36	2	0
5092	3734	17	105	2	0
8051	7815	152	50	0	2
7964	9764	71	99	0	2
7932	8474	37	59	2	0
7690	7895	95	78	2	0
8620	8531	90	317	1	2
8904	7957	44	42	0	2
7353	7313	252	34	1	2
7978	8058	52	55	0	2
8063	7427	39	113	0	2
243	8447	217	38	2	0
8126	8594	64	121	2	0
11645	7962	590	70	0	2
7854	8707	2	7	2	1
8274	6233	34	18	2	0
8322	340	1	4	2	0
859	7317	31	17	0	2
8315	10084	72	60	2	0
936	7700	89	81	1	2
7950	7863	163	95	0	2
7969	9117	52	66	2	1
8261	7641	59	43	1	2
5440	7614	111	67	2	0
8530	8244	77	79	2	0
7856	8742	51	137	0	2
8852	8938	65	48	0	2
7644	8718	27	126	2	0
8071	8320	109	50	1	2
7727	12117	158	188	1	2
11141	7877	65	154	2	0
8578	8182	118	55	2	0
8274	7480	34	77	2	0
8707	8154	7	50	2	0
340	7699	4	7	2	0
7854	8311	2	6	2	1
6233	8259	18	46	2	0
7854	7339	2	31	2	0
8259	7338	46	10	2	0
8322	8392	1	33	2	0
7257	859	45	31	1	2
8707	7681	7	5	2	1
6173	6233	17	18	1	2
7480	7869	77	47	2	0
7480	8154	33	50	1	2
468	7317	24	17	1	2
8311	6911	6	45	2	0
8154	7098	50	3	2	0
9117	7681	67	5	0	2
8707	8259	7	28	2	1
7571	8274	4	34	0	2
7699	6253	7	66	2	0
11796	340	65	4	1	2
634	859	10	31	0	2
7644	8259	6	46	0	2
2467	7257	37	45	1	2
7325	7339	12	31	0	2
8446	8392	2	33	0	2
8311	8161	6	18	2	0
468	5533	24	41	2	0
8365	7480	111	33	0	2
7854	6941	2	32	2	1
8322	7750	1	5	2	0
7317	8215	17	20	2	0
6911	7521	45	11	2	0
6173	7641	17	32	2	1
6253	7361	66	3	2	0
8530	8154	77	50	1	2
11864	9117	22	67	0	2
7990	7869	85	47	0	2
8274	8244	34	19	2	1
7571	7383	4	102	2	1
8049	340	61	4	0	2
7325	7614	12	39	2	0
7699	8508	7	14	2	0
634	9291	10	320	2	0
8904	7257	356	45	1	2
8354	8259	71	28	1	2
11796	5879	65	10	2	1
541	7480	13	77	1	2
8322	8985	1	16	2	0
655	2467	1	37	1	2
8215	7914	20	33	2	1
6941	7217	32	20	2	1
8311	7856	6	51	2	0
8446	55	2	46	2	0
5533	9256	41	32	2	0
7854	7335	2	37	2	0
7725	8392	13	33	1	2
7931	7750	12	5	0	2
7480	7861	33	14	2	1
8707	7704	7	80	2	0
7339	8312	31	8	2	1
8538	340	30	4	0	2
7493	8365	10	111	0	2
7568	7521	92	11	1	2
7948	7338	38	10	0	2
6233	8002	18	14	2	1
8584	8508	34	14	0	2
8232	7681	41	5	0	2
6253	7201	66	47	2	1
7551	8049	17	61	1	2
7932	7361	40	3	1	2
8157	5879	24	10	0	2
7699	6779	7	336	2	0
7736	7948	40	38	0	2
7325	8259	56	46	1	2
7644	8938	6	288	2	1
6233	7940	18	33	2	0
7641	6110	32	43	2	0
6173	8320	17	338	2	0
7869	7727	47	27	2	0
7704	7990	193	85	0	2
7269	7480	36	77	0	2
8244	7076	19	24	2	1
7283	8274	49	34	0	2
7339	7383	392	102	1	2
7985	10084	38	60	2	1
8154	8002	50	98	2	0
7496	6274	19	107	2	0
8176	7861	90	14	0	2
7727	7480	168	33	1	2
7969	8365	53	111	0	2
8232	8208	41	56	2	1
7806	9117	35	67	0	2
11864	8048	22	95	2	0
8259	11763	28	16	2	1
8354	8261	71	63	2	0
8182	7704	59	80	1	2
7568	4201	92	103	2	1
5281	7984	88	34	2	0
8248	6911	15	45	0	2
8938	8161	47	18	1	2
7941	8244	43	79	2	0
8852	7856	68	51	1	2
8718	7339	116	31	0	2
7641	7614	42	39	0	2
7325	6279	12	24	2	0
7644	7217	29	20	1	2
6941	1716	32	595	2	0
8849	7335	150	37	0	2
7864	8311	49	6	0	2
6173	541	17	13	0	2
6274	8315	107	72	2	1
11796	8928	65	58	2	1
8322	8485	1	35	2	1
1150	7317	6	17	1	2
8446	8042	3	564	2	0
6173	8320	17	338	2	0
7864	8707	49	7	2	0
8392	8133	33	91	2	0
8876	7750	33	5	1	2
7760	6274	78	107	1	2
55	8084	46	15	2	1
7109	8985	54	16	0	2
5482	468	35	24	1	2
7931	7962	12	74	2	0
11852	340	49	4	0	2
541	7727	13	27	2	1
8348	8315	62	72	0	2
7725	8420	13	22	2	1
8311	7496	6	19	2	1
8312	7760	8	78	0	2
9003	7361	103	2	0	2
7699	9581	7	161	2	0
8538	243	30	236	2	1
8477	5879	74	10	1	2
8742	8348	137	62	1	2
6779	8447	338	36	2	0
8049	7886	69	26	2	0
8928	8304	56	31	2	0
7457	7932	28	40	0	2
8315	7442	72	145	2	0
7201	7421	47	25	2	0
7957	8508	44	14	1	2
7613	11796	6	66	1	2
8584	7649	37	62	2	0
8451	6253	18	66	1	2
8157	8058	23	55	2	0
11864	8707	22	7	1	2
7931	3686	12	200	2	0
8392	8126	34	64	2	1
8446	11748	3	52	2	0
8179	7750	87	5	0	2
8322	7251	1	91	2	0
7869	6173	47	17	0	2
8133	7898	90	9	2	0
8876	8370	33	131	2	1
7835	8985	101	17	0	2
8312	7454	8	146	2	0
7725	2644	13	80	2	0
9080	7109	24	54	0	2
8449	8084	92	19	0	2
7854	7864	2	49	1	2
8315	883	72	165	2	1
8515	55	25	46	1	2
7360	7442	143	145	1	2
8204	8420	60	22	0	2
8042	7313	564	28	2	0
7962	7846	71	21	2	0
8085	8485	67	35	1	2
12268	8311	115	6	1	2
9144	11141	187	65	0	2
7830	6274	93	107	0	2
7727	11864	27	76	2	0
7914	5527	33	4	2	1
8215	8304	20	215	2	0
7317	9080	16	246	2	1
9256	3711	32	5	2	0
5533	7900	45	282	2	0
468	7886	24	123	2	0
5482	8310	29	35	2	1
7421	7530	95	18	2	0
859	7447	32	26	2	1
5563	9291	30	320	0	2
634	8392	10	46	2	1
7257	5092	45	15	2	0
8904	8306	352	77	2	1
2467	8084	37	357	2	0
655	2496	1	58	2	0
8322	8446	1	3	1	2
8365	8348	111	62	0	2
634	5092	12	15	2	1
1716	7496	595	19	0	2
541	7325	13	56	2	1
7941	8707	43	7	1	2
8176	8742	90	137	1	2
8322	11798	1	96	2	0
9080	8084	24	19	2	1
6911	11864	45	22	0	2
8320	7990	338	85	2	0
7750	8446	5	3	0	2
9059	6110	124	43	0	2
7310	7442	98	168	0	2
212	7454	42	165	2	0
8244	7864	79	49	0	2
5533	9256	45	38	1	2
9003	8962	103	104	2	0
7932	8444	39	57	2	1
8496	7201	193	47	0	2
6253	6464	65	72	2	0
7924	7957	79	45	0	2
7649	8166	62	77	2	0
8474	6779	63	338	1	2
8620	9581	73	161	0	2
11852	11798	49	96	2	0
243	9011	234	51	2	0
9221	8049	196	69	0	2
7742	8477	41	74	0	2
8058	8903	55	76	2	0
7155	8928	335	56	0	2
11796	8063	66	43	2	1
8133	7964	90	70	2	1
8126	9884	64	105	2	0
7729	8204	307	60	0	2
2644	8904	80	42	2	1
2184	8449	212	92	0	2
55	7120	46	94	2	0
8042	7895	564	83	2	0
11748	10143	52	134	2	0
8179	4583	87	176	2	1
2790	8370	44	131	1	2
8478	7962	88	71	1	2
3686	8965	200	40	2	1
7815	7835	50	101	0	2
2313	7109	61	54	1	2
6293	8085	201	67	0	2
7445	7251	268	91	1	2
7613	11798	6	96	0	2
5092	2467	15	37	2	0
7854	6279	2	24	2	0
11864	5238	76	3	2	0
12268	7861	115	14	2	0
7442	8208	145	56	2	0
8026	7360	117	143	0	2
8461	883	134	165	1	2
8315	6476	72	112	2	0
9057	8348	224	62	1	2
7638	8365	104	111	0	2
8734	8742	141	137	1	2
8176	9523	90	459	2	0
9144	8522	187	128	2	1
6274	9730	107	147	2	1
7830	4308	93	403	2	0
