Match,Distribution Type,Data Type,Parameter Type,Parameter,Finish all rounds,Spearman Round Robin,Spearman Swiss Round,Spearman Double Elimination,Spearman Weighted Round Robin,Spearman Round Robin Knockout,Spearman Ladder Tournament,NDCG Spearman Round Robin,NDCG Spearman Swiss Round,NDCG Spearman Double Elimination,NDCG Spearman Weighted Round Robin,NDCG Spearman Round Robin Knockout,NDCG Spearman Ladder Tournament
StarCraft,,Real Data,rounds,1,False,0.31349598930481276,0.1332553475935829,0.14779411764705885,0.3917112299465241,0.2887700534759358,0.01631684491978609,0.3130592454708617,0.11854989832146928,0.16198190380156116,0.47847492139498443,0.30285858234830204,-0.0037855889137837794
StarCraft,,Real Data,rounds,2,False,0.3161764705882352,0.14833556149732624,0.11167780748663103,0.47837566844919793,0.26669786096256687,0.01148395721925135,0.3234179683258132,0.1766290712900063,0.1444101586512119,0.5704135518219561,0.2786048038245367,-0.023583155676186466
StarCraft,,Real Data,rounds,3,False,0.39747994652406426,0.2506149732620321,0.09497326203208555,0.544331550802139,0.2414772727272727,0.027700534759358294,0.3923012967404332,0.30433538449696296,0.10458432042543388,0.6454840218072357,0.2885643342556213,-0.013071854236395333
StarCraft,,Real Data,rounds,4,False,0.40641042780748665,0.2811631016042781,0.11214572192513372,0.6161898395721925,0.32758021390374326,0.009258021390374323,0.43571709237013984,0.34569553789966745,0.12534588891594958,0.7157141218093591,0.3754401982895563,-0.06801700282616299
StarCraft,,Real Data,rounds,5,False,0.4170655080213905,0.31334893048128337,0.09317513368983957,0.6434425133689841,0.3668983957219251,0.008569518716577544,0.43510888330965725,0.3585647665282734,0.072888798936398,0.7411322477160358,0.422702734116735,-0.05859365948490765
StarCraft,,Real Data,rounds,6,False,0.42223930481283417,0.362620320855615,0.0779745989304813,0.6936430481283422,0.407653743315508,0.006483957219251341,0.47061324600924725,0.4298052505369005,0.08751655928401746,0.7760013604078085,0.45997016513164873,-0.05295854905597954
StarCraft,,Real Data,rounds,7,False,0.4481149732620321,0.36266042780748653,0.08411764705882352,0.6966176470588237,0.4075735294117647,0.006236631016042784,0.48332172741012763,0.4430440830026604,0.0589051743919823,0.7836866089517543,0.441091075116643,-0.08517469527052379
StarCraft,,Real Data,rounds,8,False,0.4634625668449198,0.4105347593582887,0.07773395721925136,0.7550668449197864,0.4516510695187164,-0.005655080213903738,0.4947096531231335,0.48177403760483517,0.061855818622889254,0.8238994302460999,0.49215292248593967,-0.06870999184087159
StarCraft,,Real Data,rounds,9,False,0.44482620320855604,0.40340240641711234,0.07447192513368982,0.7602406417112298,0.3998328877005347,-0.012540106951871664,0.4948926886572037,0.45846024652870176,0.056200254558849826,0.8295248119464762,0.4667066402021398,-0.0806644858058295
StarCraft,,Real Data,rounds,10,False,0.4772927807486631,0.44564839572192505,0.09201203208556148,0.7753342245989303,0.43690508021390384,0.00917112299465241,0.527080106159356,0.5050184514952983,0.0926588571531477,0.8391505759318845,0.49829616961516615,-0.06740282311005004
