Rank,Player,Profile URL
1,李昌镐,https://www.goratings.org/zh/../../zh/players/18.html
2,曹薰铉,https://www.goratings.org/zh/../../zh/players/149.html
3,小林光一,https://www.goratings.org/zh/../../zh/players/50.html
4,赵治勋,https://www.goratings.org/zh/../../zh/players/98.html
5,马晓春,https://www.goratings.org/zh/../../zh/players/11.html
6,小林觉,https://www.goratings.org/zh/../../zh/players/51.html
7,刘昌赫,https://www.goratings.org/zh/../../zh/players/30.html
8,王立诚,https://www.goratings.org/zh/../../zh/players/71.html
9,林海峰,https://www.goratings.org/zh/../../zh/players/36.html
10,加藤正夫,https://www.goratings.org/zh/../../zh/players/193.html
11,聂卫平,https://www.goratings.org/zh/../../zh/players/124.html
12,大竹英雄,https://www.goratings.org/zh/../../zh/players/158.html
13,徐奉洙,https://www.goratings.org/zh/../../zh/players/49.html
14,依田纪基,https://www.goratings.org/zh/../../zh/players/90.html
15,山城宏,https://www.goratings.org/zh/../../zh/players/223.html
16,武宫正树,https://www.goratings.org/zh/../../zh/players/82.html
17,钱宇平,https://www.goratings.org/zh/../../zh/players/521.html
18,片冈聪,https://www.goratings.org/zh/../../zh/players/235.html
19,刘小光,https://www.goratings.org/zh/../../zh/players/25.html
20,石田芳夫,https://www.goratings.org/zh/../../zh/players/222.html
21,淡路修三,https://www.goratings.org/zh/../../zh/players/243.html
22,俞斌,https://www.goratings.org/zh/../../zh/players/92.html
23,张文东,https://www.goratings.org/zh/../../zh/players/110.html
24,曹大元,https://www.goratings.org/zh/../../zh/players/150.html
25,周鹤洋,https://www.goratings.org/zh/../../zh/players/135.html
26,东野弘昭,https://www.goratings.org/zh/../../zh/players/167.html
27,羽根泰正,https://www.goratings.org/zh/../../zh/players/288.html
28,小松英树,https://www.goratings.org/zh/../../zh/players/52.html
29,本田邦久,https://www.goratings.org/zh/../../zh/players/147.html
30,今村俊也,https://www.goratings.org/zh/../../zh/players/202.html
31,刘钧,https://www.goratings.org/zh/../../zh/players/31.html
32,柳时熏,https://www.goratings.org/zh/../../zh/players/41.html
