Match,Distribution Type,Data Type,Parameter,Spearman Round Robin,Spearman Swiss Round,Spearman Double Elimination,Spearman Weighted Round Robin,Spearman Round Robin Knockout,Spearman Ladder Tournament
StarCraft,,Real Data,26,0.6792279411764706,0.634508689839572,0.2182987967914439,0.4609959893048129,0.390591577540107,0.031149732620320843
StarCraft,,Real Data,27,0.6816844919786096,0.6297292780748662,0.23071524064171128,0.51600935828877,0.46071189839572196,0.044802807486631
StarCraft,,Real Data,28,0.7175467914438503,0.6635862299465243,0.21632687165775405,0.4788770053475936,0.44400066844919783,0.04620655080213902
StarCraft,,Real Data,29,0.690274064171123,0.6658756684491978,0.217312834224599,0.4209558823529411,0.4074866310160428,0.04383355614973262
StarCraft,,Real Data,30,0.6933823529411764,0.6542279411764705,0.17697192513368987,0.4707219251336897,0.39836229946524065,0.054495320855614995
StarCraft,,Real Data,31,0.7304979946524065,0.6802974598930482,0.1648562834224599,0.45803810160427805,0.41905080213903745,0.0493148395721925
StarCraft,,Real Data,32,0.7207386363636363,0.714889705882353,0.1196524064171123,0.5173963903743315,0.3792780748663102,0.06517379679144383
StarCraft,,Real Data,33,0.6961731283422459,0.6862967914438503,0.14899732620320857,0.5074699197860962,0.3533255347593583,0.08009692513368986
StarCraft,,Real Data,34,0.6988803475935829,0.7260026737967914,0.19415106951871658,0.48394050802139044,0.43937165775401077,0.045053475935828875
StarCraft,,Real Data,35,0.7314171122994652,0.7245989304812834,0.2095922459893048,0.44776069518716577,0.41651069518716577,0.053877005347593585
StarCraft,,Real Data,36,0.703091577540107,0.7150902406417111,0.19221256684491977,0.46268382352941184,0.34216243315508027,0.09722593582887698
StarCraft,,Real Data,37,0.7355447860962567,0.7125501336898397,0.20120320855614976,0.45805481283422456,0.41626002673796786,0.0631851604278075
StarCraft,,Real Data,38,0.7313168449197861,0.7121323529411765,0.17585227272727272,0.5155080213903743,0.43743315508021396,0.06562500000000002
StarCraft,,Real Data,39,0.7385193850267381,0.7125835561497326,0.19054144385026736,0.4829211229946524,0.38592914438502673,0.04513703208556151
StarCraft,,Real Data,40,0.7057653743315508,0.7288602941176471,0.17144050802139038,0.46769719251336905,0.4283255347593583,0.08706550802139039
StarCraft,Uniform,Simulation Data,1,0.639254679144385,0.6254010695187165,0.6254846256684492,0.6407586898395722,0.22312834224598926,0.23801804812834226
