Match,Distribution Type,Data Type,Parameter,Spearman Round Robin,Spearman Swiss Round,Spearman Double Elimination,Spearman Weighted Round Robin,Spearman Round Robin Knockout,Spearman Ladder Tournament
StarCraft,MultiGaussian,Simulation Data,16,0.5847092245989305,0.567764037433155,0.1900902406417112,0.4843248663101605,0.3883689839572192,-0.01306818181818183
StarCraft,MultiGaussian,Simulation Data,17,0.6300300802139037,0.5618649732620321,0.17252673796791443,0.45788770053475936,0.39769385026737963,0.0020721925133689867
StarCraft,MultiGaussian,Simulation Data,18,0.6571189839572192,0.5736129679144384,0.17817513368983956,0.4229612299465241,0.4472092245989304,0.02859291443850266
StarCraft,MultiGaussian,Simulation Data,19,0.5949197860962566,0.5524398395721924,0.14899732620320855,0.4488302139037434,0.40339237967914443,0.043532754010695195
StarCraft,MultiGaussian,Simulation Data,20,0.6414104278074866,0.62072192513369,0.19050802139037432,0.5386697860962568,0.3968917112299465,-0.017245989304812824
StarCraft,MultiGaussian,Simulation Data,21,0.6682653743315509,0.576370320855615,0.1563168449197861,0.4511363636363638,0.40205548128342244,0.05619986631016042
StarCraft,MultiGaussian,Simulation Data,22,0.6874832887700535,0.6303141711229946,0.1961397058823529,0.4323863636363637,0.42448195187165777,0.029946524064171132
StarCraft,MultiGaussian,Simulation Data,23,0.6665106951871659,0.6084725935828876,0.12444852941176468,0.424649064171123,0.43208556149732613,0.035344251336898405
StarCraft,MultiGaussian,Simulation Data,24,0.6460227272727274,0.6141377005347594,0.20623328877005348,0.4824532085561498,0.48880347593582885,0.023646390374331555
StarCraft,MultiGaussian,Simulation Data,25,0.6578542780748664,0.647994652406417,0.20220588235294118,0.5097092245989304,0.36194852941176475,0.03928810160427808
StarCraft,MultiGaussian,Simulation Data,26,0.6821356951871658,0.6561664438502672,0.15909090909090912,0.503125,0.4334391711229947,0.04867981283422461
StarCraft,MultiGaussian,Simulation Data,27,0.6837901069518716,0.6707052139037433,0.18628008021390374,0.4609124331550801,0.45800467914438503,0.04072526737967913
StarCraft,MultiGaussian,Simulation Data,28,0.7052807486631016,0.6707887700534759,0.18930481283422462,0.5188335561497327,0.34705882352941175,0.03932152406417114
StarCraft,MultiGaussian,Simulation Data,29,0.689221256684492,0.661029411764706,0.1727606951871658,0.4715407754010695,0.3769385026737967,0.05685160427807486
StarCraft,MultiGaussian,Simulation Data,30,0.6777907754010695,0.6640040106951872,0.20429478609625673,0.5027907754010696,0.45152072192513365,0.054712566844919784
StarCraft,MultiGaussian,Simulation Data,31,0.6885360962566844,0.6713569518716578,0.18935494652406418,0.5030414438502675,0.3883355614973261,0.0674298128342246
StarCraft,MultiGaussian,Simulation Data,32,0.7584391711229945,0.6652573529411765,0.23379010695187166,0.4608288770053475,0.4306985294117648,0.06067847593582887
StarCraft,MultiGaussian,Simulation Data,33,0.707269385026738,0.7098596256684493,0.16823195187165774,0.48489304812834233,0.3806651069518717,0.05715240641711231
StarCraft,MultiGaussian,Simulation Data,34,0.7273228609625668,0.7037098930481284,0.20397727272727276,0.4619151069518715,0.36126336898395717,0.06330213903743317
StarCraft,MultiGaussian,Simulation Data,35,0.7066176470588236,0.6816844919786096,0.19600601604278073,0.43952205882352946,0.373345588235294,0.06340240641711231
StarCraft,MultiGaussian,Simulation Data,36,0.6968081550802139,0.7272727272727273,0.19572192513368988,0.5098930481283421,0.42560160427807486,0.040457887700534774
StarCraft,MultiGaussian,Simulation Data,37,0.732302807486631,0.6974933155080214,0.21473930481283424,0.5043114973262033,0.36622660427807485,0.06134692513368982
StarCraft,MultiGaussian,Simulation Data,38,0.7138034759358289,0.7188836898395721,0.20275735294117644,0.4653241978609626,0.399298128342246,0.03724933155080213
StarCraft,MultiGaussian,Simulation Data,39,0.7084725935828876,0.7124164438502671,0.1937332887700535,0.47496657754010696,0.36679478609625665,0.11007687165775396
StarCraft,MultiGaussian,Simulation Data,40,0.7570354278074867,0.7408756684491979,0.2034926470588235,0.42394719251336904,0.41027740641711236,0.09981617647058824
Tennis,,Real Data,1,0.6282754010695186,0.6327874331550803,0.6432486631016043,0.6518716577540108,0.24166109625668447,0.2651403743315508
Tennis,,Real Data,2,0.4147393048128342,0.3656584224598931,0.3322693850267379,0.3151236631016042,0.3247159090909091,0.09169451871657755
Tennis,,Real Data,3,0.33343917112299465,0.3318850267379679,0.2522560160427808,0.30035093582887706,0.2805314171122995,0.05740307486631017
Tennis,,Real Data,4,0.3215909090909091,0.36181483957219257,0.18459224598930477,0.3664939839572193,0.31540775401069515,0.027974598930481282
Tennis,,Real Data,5,0.3896223262032085,0.3389538770053475,0.18699866310160426,0.3414605614973262,0.37120655080213905,-0.0014371657754010836
Tennis,,Real Data,6,0.39077540106951864,0.367312834224599,0.17946189839572194,0.3298128342245989,0.39634024064171125,0.02896056149732621
Tennis,,Real Data,7,0.43935494652406415,0.395822192513369,0.2028743315508022,0.39062500000000006,0.3790106951871657,0.023395721925133693
Tennis,,Real Data,8,0.43589572192513365,0.35076871657754016,0.16684491978609625,0.3634191176470588,0.42047125668449203,0.016878342245989292
Tennis,,Real Data,9,0.4745822192513369,0.44819518716577533,0.20352606951871657,0.350033422459893,0.3843582887700535,0.011848262032085565
Tennis,,Real Data,10,0.48798462566844913,0.40070187165775406,0.19528743315508018,0.4310995989304812,0.43253676470588226,0.026086229946524053
Tennis,,Real Data,11,0.4502506684491979,0.4666945187165775,0.19871323529411766,0.4476102941176471,0.3839906417112299,0.011614304812834209
Tennis,,Real Data,12,0.5168114973262032,0.47384692513368976,0.22949532085561503,0.4251671122994652,0.3877172459893049,0.01597593582887701
Tennis,,Real Data,13,0.5199699197860962,0.45153743315508016,0.19440173796791443,0.3846590909090909,0.38399064171122993,0.03171791443850267
Tennis,,Real Data,14,0.5374665775401068,0.4809993315508022,0.19247994652406417,0.4496156417112299,0.293014705882353,0.013953877005347592
Tennis,,Real Data,15,0.5674465240641712,0.4852105614973262,0.18549465240641713,0.39881350267379684,0.4111296791443849,0.019418449197860965
Tennis,,Real Data,16,0.5441343582887701,0.5162098930481284,0.2131183155080214,0.4932152406417113,0.3498830213903743,0.019518716577540084
Tennis,,Real Data,17,0.6047961229946525,0.508355614973262,0.20135360962566842,0.4268549465240642,0.3623663101604278,0.007219251336898413
Tennis,,Real Data,18,0.5996156417112298,0.591260026737968,0.16303475935828876,0.4605280748663102,0.34670788770053484,0.03773395721925134
Tennis,,Real Data,19,0.5795788770053477,0.5652239304812834,0.20352606951871657,0.4929812834224599,0.35661764705882354,0.009876336898395722
Tennis,,Real Data,20,0.5790274064171123,0.5316510695187167,0.16191510695187167,0.4693014705882351,0.3383355614973263,0.009308155080213903
Tennis,,Real Data,21,0.5403576203208555,0.5861965240641711,0.17563502673796794,0.4870655080213905,0.32297794117647055,0.024431818181818176
Tennis,,Real Data,22,0.6145554812834224,0.5670454545454545,0.17541778074866313,0.4432653743315508,0.40855614973262033,0.018081550802139024
Tennis,,Real Data,23,0.615691844919786,0.6021223262032087,0.20016711229946527,0.4237800802139037,0.3866477272727273,0.03384024064171124
Tennis,,Real Data,24,0.6221590909090909,0.5702540106951871,0.2538268716577541,0.40853943850267377,0.405932486631016,0.0237466577540107
Tennis,,Real Data,25,0.6103275401069518,0.61639371657754,0.18409090909090908,0.46261697860962564,0.37339572192513365,0.02097259358288771
Tennis,,Real Data,26,0.6087065508021391,0.5956717914438503,0.17520053475935832,0.435427807486631,0.36455548128342247,0.04762700534759358
Tennis,,Real Data,27,0.6456383689839572,0.5956049465240643,0.16599264705882355,0.43973930481283413,0.35130347593582895,0.031082887700534755
Tennis,,Real Data,28,0.6237299465240642,0.6280915775401069,0.130548128342246,0.46470588235294114,0.40277406417112294,0.035210561497326216
Tennis,,Real Data,29,0.6675467914438501,0.6015541443850267,0.2174298128342246,0.47202540106951874,0.3545454545454546,0.028927139037433148
Tennis,,Real Data,30,0.6577372994652406,0.6424298128342246,0.20050133689839572,0.4901236631016041,0.31293449197860956,0.028241978609625674
Tennis,,Real Data,31,0.6411430481283423,0.6486296791443851,0.18957219251336896,0.4199866310160427,0.40655080213903744,0.048997326203208555
Tennis,,Real Data,32,0.6131016042780748,0.6372326203208555,0.16704545454545455,0.43983957219251335,0.40449532085561496,0.03644719251336899
Tennis,,Real Data,33,0.7010026737967914,0.6457386363636364,0.20651737967914435,0.4490474598930481,0.4440508021390375,0.04034090909090911
Tennis,,Real Data,34,0.6644552139037434,0.6441343582887701,0.20031751336898393,0.47073863636363644,0.37252673796791436,0.04590574866310159
Tennis,,Real Data,35,0.6919117647058824,0.6542780748663102,0.1947025401069519,0.40974264705882346,0.3628509358288769,0.06301804812834226
Tennis,,Real Data,36,0.6819852941176472,0.6810995989304814,0.1921958556149733,0.45350935828877004,0.3440173796791445,0.05539772727272727
Tennis,,Real Data,37,0.7002673796791442,0.6324197860962568,0.2046791443850267,0.4795788770053476,0.41841577540106956,0.05997660427807485
Tennis,,Real Data,38,0.7101938502673797,0.6575701871657754,0.20294117647058826,0.46637700534759363,0.3917279411764706,0.02352941176470589
Tennis,,Real Data,39,0.6729946524064172,0.6551971925133688,0.2157754010695187,0.432971256684492,0.3429311497326203,0.015541443850267367
Tennis,,Real Data,40,0.6658589572192514,0.6922125668449196,0.1705213903743316,0.43734959893048125,0.3487633689839572,0.02926136363636364
Tennis,Uniform,Simulation Data,1,0.5944685828877005,0.6264872994652406,0.594702540106952,0.6177139037433155,0.28287098930481286,0.2669284759358289
Tennis,Uniform,Simulation Data,2,0.32219251336898397,0.39872994652406424,0.3320354278074866,0.3738469251336899,0.27952874331550803,0.0991644385026738
Tennis,Uniform,Simulation Data,3,0.4016711229946524,0.3033589572192513,0.24336564171122999,0.2594919786096256,0.25573195187165776,0.03140040106951871
Tennis,Uniform,Simulation Data,4,0.39212901069518724,0.33273729946524055,0.2005848930481283,0.3096423796791443,0.29211229946524064,0.01768048128342246
Tennis,Uniform,Simulation Data,5,0.39411764705882363,0.3385026737967914,0.17600267379679146,0.3474933155080214,0.3029077540106952,0.027807486631016048
Tennis,Uniform,Simulation Data,6,0.35088569518716584,0.34453542780748664,0.17842580213903741,0.28487633689839575,0.4153910427807486,0.02197526737967915
Tennis,Uniform,Simulation Data,7,0.40925802139037426,0.40509692513368983,0.23348930481283423,0.3530748663101605,0.30317513368983956,0.031199866310160418
Tennis,Uniform,Simulation Data,8,0.40800467914438504,0.4156584224598931,0.17424799465240642,0.40807152406417113,0.42947860962566836,0.02565173796791443
Tennis,Uniform,Simulation Data,9,0.5005514705882352,0.38738302139037434,0.2173128342245989,0.39273061497326206,0.33987299465240645,0.03927139037433157
Tennis,Uniform,Simulation Data,10,0.4878008021390373,0.39104278074866317,0.18673128342245987,0.4670955882352942,0.3184324866310161,0.004294786096256692
Tennis,Uniform,Simulation Data,11,0.5128843582887701,0.49194518716577545,0.1646390374331551,0.3961397058823529,0.3813168449197861,0.026019385026737972
Tennis,Uniform,Simulation Data,12,0.4586397058823529,0.43018048128342234,0.14303141711229944,0.4240641711229946,0.3598094919786096,0.007135695187165769
Tennis,Uniform,Simulation Data,13,0.4907921122994653,0.4982118983957219,0.20427807486631014,0.38358957219251333,0.3869819518716578,0.028024732620320864
Tennis,Uniform,Simulation Data,14,0.5363135026737968,0.49221256684491976,0.15334224598930485,0.39311497326203204,0.3493482620320855,0.04503676470588236
Tennis,Uniform,Simulation Data,15,0.5150401069518715,0.5067513368983957,0.16829879679144386,0.43089906417112295,0.4067513368983958,0.039572192513368985
Tennis,Uniform,Simulation Data,16,0.5499832887700535,0.5017045454545455,0.18263703208556148,0.43689839572192507,0.4014371657754011,0.0313168449197861
Tennis,Uniform,Simulation Data,17,0.611480614973262,0.5057653743315508,0.21487299465240645,0.44824532085561486,0.4193348930481283,0.012466577540106955
Tennis,Uniform,Simulation Data,18,0.5658756684491977,0.5673128342245988,0.21226604278074865,0.46288435828877006,0.3706550802139037,0.02366310160427807
Tennis,Uniform,Simulation Data,19,0.5408255347593582,0.5408422459893047,0.1912433155080214,0.4456717914438502,0.37986296791443847,0.04430147058823528
Tennis,Uniform,Simulation Data,20,0.5989304812834224,0.5609959893048129,0.1849097593582888,0.48114973262032085,0.37281082887700534,0.02187499999999997
Tennis,Uniform,Simulation Data,21,0.6337901069518718,0.5571356951871658,0.12613636363636366,0.47272727272727266,0.4083054812834225,0.020905748663101596
Tennis,Uniform,Simulation Data,22,0.6157419786096257,0.583957219251337,0.2149732620320856,0.46199866310160437,0.41808155080213905,0.04423462566844918
Tennis,Uniform,Simulation Data,23,0.6334893048128343,0.572192513368984,0.15982620320855617,0.44209558823529405,0.30686831550802146,0.04951537433155081
Tennis,Uniform,Simulation Data,24,0.6248161764705883,0.5825701871657755,0.184725935828877,0.4556651069518717,0.32386363636363635,0.02200868983957218
Tennis,Uniform,Simulation Data,25,0.612433155080214,0.5767379679144383,0.1813168449197861,0.4566343582887701,0.3648729946524065,0.03581216577540106
Tennis,Uniform,Simulation Data,26,0.6271056149732621,0.6238302139037433,0.182971256684492,0.3800133689839572,0.4313335561497326,0.0446524064171123
Tennis,Uniform,Simulation Data,27,0.639572192513369,0.6359124331550803,0.17573529411764705,0.42107286096256685,0.42563502673796794,0.03955548128342247
Tennis,Uniform,Simulation Data,28,0.6057319518716577,0.6533422459893048,0.23562834224598933,0.4545287433155081,0.4478275401069519,0.026671122994652408
Tennis,Uniform,Simulation Data,29,0.6650568181818182,0.6278910427807487,0.1922794117647059,0.4627005347593583,0.4322192513368984,0.09289772727272727
Tennis,Uniform,Simulation Data,30,0.6749164438502675,0.6151905080213903,0.17052139037433162,0.3691176470588236,0.3862633689839572,0.05658422459893048
Tennis,Uniform,Simulation Data,31,0.6645721925133691,0.6573696524064171,0.1619986631016043,0.4616978609625669,0.2813669786096257,0.03003008021390375
Tennis,Uniform,Simulation Data,32,0.6667780748663101,0.6542613636363639,0.2125668449197861,0.44916443850267385,0.36211564171123,0.04717580213903742
Tennis,Uniform,Simulation Data,33,0.6734124331550801,0.6592914438502673,0.2,0.4628175133689839,0.373596256684492,0.032971256684491974
Tennis,Uniform,Simulation Data,34,0.6766042780748663,0.6790608288770053,0.1871657754010695,0.444034090909091,0.3221758021390374,0.01691176470588236
Tennis,Uniform,Simulation Data,35,0.6923963903743315,0.6722760695187164,0.20934157754010693,0.47057152406417097,0.3745822192513369,0.07296122994652406
Tennis,Uniform,Simulation Data,36,0.6682987967914438,0.6413435828877005,0.2553141711229947,0.46717914438502683,0.3396223262032086,0.07369652406417111
Tennis,Uniform,Simulation Data,37,0.6956049465240641,0.6879010695187165,0.20940842245989305,0.3941510695187165,0.41699532085561497,0.0661931818181818
Tennis,Uniform,Simulation Data,38,0.7022058823529412,0.6746323529411765,0.20452874331550802,0.500919117647059,0.3473763368983958,0.0787600267379679
Tennis,Uniform,Simulation Data,39,0.6729445187165775,0.6911931818181819,0.2259525401069519,0.48688168449197855,0.3842747326203208,0.04044117647058824
Tennis,Uniform,Simulation Data,40,0.6807319518716579,0.7039605614973261,0.2302640374331551,0.44587232620320866,0.4004177807486631,0.03808489304812835
Tennis,PL,Simulation Data,1,0.5883355614973262,0.6172459893048128,0.6397058823529411,0.6143048128342248,0.224331550802139,0.26378676470588236
Tennis,PL,Simulation Data,2,0.43880347593582886,0.35982620320855613,0.3522225935828877,0.34956550802139036,0.21617647058823528,0.0579879679144385
Tennis,PL,Simulation Data,3,0.482235962566845,0.32979612299465233,0.2631183155080214,0.3076036096256685,0.2673128342245989,0.039806149732620325
Tennis,PL,Simulation Data,4,0.3795454545454545,0.31584224598930477,0.1648729946524064,0.2919117647058823,0.2792780748663102,0.031584224598930496
Tennis,PL,Simulation Data,5,0.4027573529411764,0.3242145721925133,0.1931651069518717,0.2630013368983957,0.3153910427807487,0.024649064171122996
Tennis,PL,Simulation Data,6,0.36869986631016044,0.3001002673796792,0.19831216577540106,0.39380013368983957,0.3694685828877005,0.010477941176470579
Tennis,PL,Simulation Data,7,0.4384525401069519,0.38581216577540106,0.20392713903743317,0.36186497326203215,0.3962733957219252,0.017362967914438514
Tennis,PL,Simulation Data,8,0.4521390374331551,0.3734291443850267,0.191326871657754,0.3648228609625669,0.37107286096256686,0.009274732620320863
Tennis,PL,Simulation Data,9,0.5440006684491978,0.40641711229946526,0.1710060160427808,0.411062834224599,0.40389371657754014,0.027757352941176473
Tennis,PL,Simulation Data,10,0.5229779411764708,0.45447860962566844,0.19767713903743314,0.36163101604278075,0.3394050802139038,0.018332219251336886
Tennis,PL,Simulation Data,11,0.459375,0.5106951871657754,0.19948195187165776,0.4485795454545455,0.3759024064171123,0.013987299465240643
Tennis,PL,Simulation Data,12,0.5385360962566845,0.5039104278074866,0.2058656417112299,0.4336062834224599,0.38567847593582893,0.013703208556149732
Tennis,PL,Simulation Data,13,0.5510360962566846,0.48663101604278064,0.18945521390374337,0.4545454545454545,0.37941176470588245,0.006366978609625656
Tennis,PL,Simulation Data,14,0.5167112299465241,0.4931985294117647,0.20606617647058828,0.4406751336898396,0.39333221925133693,0.04395053475935828
Tennis,PL,Simulation Data,15,0.5520387700534759,0.49336564171122993,0.21732954545454547,0.45755347593582874,0.38586229946524064,0.03439171122994654
Tennis,PL,Simulation Data,16,0.5376671122994652,0.5255013368983957,0.18069852941176465,0.4397058823529411,0.4266711229946523,0.013419117647058826
Tennis,PL,Simulation Data,17,0.5772225935828879,0.5571858288770053,0.16677807486631013,0.42388034759358295,0.3885026737967915,0.034993315508021386
Tennis,PL,Simulation Data,18,0.5619151069518716,0.5438335561497328,0.17730614973262027,0.46646056149732623,0.4214070855614972,0.02473262032085562
Tennis,PL,Simulation Data,19,0.5481951871657754,0.5682820855614973,0.23355614973262034,0.4589070855614973,0.4182987967914439,0.028609625668449205
Tennis,PL,Simulation Data,20,0.5657921122994652,0.597894385026738,0.22448195187165773,0.3528910427807486,0.3539939839572192,0.03074866310160429
Tennis,PL,Simulation Data,21,0.6452038770053478,0.5466410427807487,0.20701871657754012,0.4488970588235294,0.4016544117647059,0.06371991978609626
Tennis,PL,Simulation Data,22,0.5940340909090909,0.6020889037433155,0.21564171122994652,0.4211397058823529,0.37606951871657757,0.020838903743315512
Tennis,PL,Simulation Data,23,0.6390374331550802,0.5577874331550802,0.2038435828877005,0.4697359625668448,0.40875668449197866,0.03454211229946524
Tennis,PL,Simulation Data,24,0.6485461229946524,0.6010193850267379,0.16467245989304813,0.4769552139037433,0.39608957219251334,0.04949866310160427
Tennis,PL,Simulation Data,25,0.5897560160427808,0.6170120320855617,0.20584893048128344,0.44216243315508025,0.284408422459893,0.05005013368983957
Tennis,PL,Simulation Data,26,0.679144385026738,0.6117479946524064,0.173245320855615,0.4519217914438503,0.37510026737967916,0.027473262032085572
Tennis,PL,Simulation Data,27,0.6612633689839571,0.606851604278075,0.20678475935828872,0.4598262032085561,0.4244986631016043,0.03785093582887701
Tennis,PL,Simulation Data,28,0.642346256684492,0.5990307486631018,0.15718582887700533,0.4829378342245989,0.39587232620320856,0.03783422459893048
Tennis,PL,Simulation Data,29,0.6731951871657753,0.6486129679144386,0.20798796791443852,0.40376002673796796,0.3868983957219251,0.069451871657754
Tennis,PL,Simulation Data,30,0.690558155080214,0.5982453208556151,0.1911096256684492,0.4917780748663102,0.42296122994652396,0.05879010695187166
Tennis,PL,Simulation Data,31,0.664288101604278,0.6145053475935829,0.18283756684491984,0.45275735294117664,0.3547627005347594,0.04136029411764704
Tennis,PL,Simulation Data,32,0.678726604278075,0.6405414438502673,0.1884692513368984,0.4526403743315509,0.3657085561497327,0.05671791443850268
Tennis,PL,Simulation Data,33,0.6717914438502672,0.6464237967914438,0.16168114973262035,0.40827205882352946,0.3637366310160427,0.04727606951871659
Tennis,PL,Simulation Data,34,0.6529578877005346,0.6655414438502673,0.179144385026738,0.4643883689839572,0.3961898395721925,0.04851270053475936
Tennis,PL,Simulation Data,35,0.6650568181818183,0.6616477272727271,0.18739973262032084,0.46689505347593585,0.39732620320855616,0.03972259358288772
Tennis,PL,Simulation Data,36,0.6783756684491978,0.6681149732620322,0.15252339572192514,0.50350935828877,0.3621156417112299,0.041243315508021364
Tennis,PL,Simulation Data,37,0.7032085561497325,0.6852606951871657,0.19757687165775403,0.45061831550802134,0.3578877005347594,0.029010695187165758
Tennis,PL,Simulation Data,38,0.6583389037433156,0.6793783422459894,0.1908923796791444,0.4361631016042781,0.36569184491978607,0.051119652406417124
Tennis,PL,Simulation Data,39,0.6743482620320855,0.6983622994652408,0.2022225935828877,0.44812834224598924,0.3873663101604278,0.07981283422459892
Tennis,PL,Simulation Data,40,0.6704712566844919,0.7021223262032086,0.1702874331550802,0.4822359625668448,0.4257185828877005,0.044151069518716585
Tennis,Normal,Simulation Data,1,0.6525568181818182,0.6554645721925132,0.5946189839572193,0.6601102941176469,0.27015374331550807,0.2865307486631017
Tennis,Normal,Simulation Data,2,0.3646724598930481,0.4274064171122995,0.31799799465240636,0.3687332887700535,0.22605280748663095,0.09478609625668451
Tennis,Normal,Simulation Data,3,0.3556985294117648,0.339254679144385,0.2686831550802139,0.29951537433155084,0.2696524064171123,0.02917780748663103
Tennis,Normal,Simulation Data,4,0.3740140374331551,0.3166610962566844,0.1967413101604278,0.32707219251336894,0.2827540106951872,0.03873663101604277
Tennis,Normal,Simulation Data,5,0.34470254010695184,0.3698696524064171,0.1770053475935829,0.35713569518716576,0.338485962566845,0.022894385026737962
Tennis,Normal,Simulation Data,6,0.43275401069518715,0.37219251336898396,0.20419451871657754,0.3700701871657754,0.332620320855615,0.027623663101604273
Tennis,Normal,Simulation Data,7,0.4059993315508022,0.3918449197860962,0.1764538770053476,0.3719585561497326,0.4007185828877005,0.0005347593582887666
Tennis,Normal,Simulation Data,8,0.45899064171122994,0.40656751336898395,0.2203375668449198,0.3526069518716578,0.44558823529411756,0.0009191176470588258
Tennis,Normal,Simulation Data,9,0.476721256684492,0.460010026737968,0.18484291443850268,0.3733622994652406,0.3475935828877005,0.011998663101604273
Tennis,Normal,Simulation Data,10,0.4478108288770053,0.37969585561497327,0.1842580213903743,0.38836898395721925,0.3952540106951871,0.005548128342245972
Tennis,Normal,Simulation Data,11,0.4942179144385026,0.40487967914438505,0.21532419786096257,0.4023897058823529,0.3679812834224599,0.008138368983957206
Tennis,Normal,Simulation Data,12,0.5164104278074866,0.4591577540106952,0.24923128342245984,0.41248328877005347,0.3628342245989305,0.02657085561497327
Tennis,Normal,Simulation Data,13,0.49625668449197874,0.46784759358288763,0.21468917112299463,0.4112132352941177,0.3881851604278075,0.05481283422459895
Tennis,Normal,Simulation Data,14,0.493683155080214,0.48957219251336903,0.2074699197860963,0.4257520053475937,0.3903743315508021,0.017780748663101604
Tennis,Normal,Simulation Data,15,0.5147894385026739,0.4744819518716576,0.14199532085561498,0.48409090909090924,0.41620989304812833,0.03263703208556149
Tennis,Normal,Simulation Data,16,0.5670287433155081,0.4664104278074864,0.20060160427807486,0.43298796791443844,0.37274398395721925,0.04082553475935828
Tennis,Normal,Simulation Data,17,0.5640541443850268,0.5279913101604279,0.21829879679144387,0.45421122994652413,0.3378342245989305,0.004378342245989292
Tennis,Normal,Simulation Data,18,0.5754344919786096,0.5252840909090909,0.19948195187165776,0.40523061497326207,0.36791443850267386,0.04782754010695186
Tennis,Normal,Simulation Data,19,0.514956550802139,0.5714070855614973,0.2031417112299465,0.4796457219251337,0.34934826203208563,0.007770721925133689
Tennis,Normal,Simulation Data,20,0.5748830213903743,0.5718750000000001,0.18096590909090912,0.42013703208556147,0.39100935828877004,0.05192179144385027
Tennis,Normal,Simulation Data,21,0.5962733957219252,0.5938335561497328,0.17185828877005346,0.40178810160427814,0.40920788770053473,0.04801136363636364
Tennis,Normal,Simulation Data,22,0.5776236631016042,0.5598094919786096,0.19179478609625672,0.4130180481283423,0.39635695187165776,0.020872326203208568
Tennis,Normal,Simulation Data,23,0.628091577540107,0.6300802139037434,0.1951704545454545,0.45108622994652403,0.37466577540106955,0.04102606951871657
Tennis,Normal,Simulation Data,24,0.6278743315508021,0.6293950534759358,0.16460561497326204,0.4427974598930481,0.36504010695187167,0.031784759358288776
Tennis,Normal,Simulation Data,25,0.6186831550802139,0.5941844919786097,0.15676804812834225,0.41408756684491976,0.41392045454545456,0.04259692513368983
Tennis,Normal,Simulation Data,26,0.6464237967914437,0.6060661764705884,0.14888034759358287,0.44625668449197853,0.40521390374331545,0.04396724598930479
Tennis,Normal,Simulation Data,27,0.6214739304812834,0.6130848930481283,0.21756350267379676,0.45416109625668455,0.3957386363636363,0.052256016042780754
Tennis,Normal,Simulation Data,28,0.6186163101604278,0.6661931818181819,0.1925802139037433,0.4390875668449198,0.37202540106951876,0.015307486631016049
Tennis,Normal,Simulation Data,29,0.6902573529411764,0.6305648395721926,0.2418114973262032,0.48310494652406427,0.3785762032085562,0.0162433155080214
Tennis,Normal,Simulation Data,30,0.6416778074866311,0.6247994652406416,0.19488636363636364,0.4359124331550802,0.36595922459893043,0.04438502673796792
Tennis,Normal,Simulation Data,31,0.6659258021390373,0.6673796791443852,0.16856617647058822,0.45999331550802147,0.40541443850267384,0.04478609625668449
Tennis,Normal,Simulation Data,32,0.6463569518716578,0.6506183155080214,0.13298796791443848,0.490625,0.39552139037433154,0.03741644385026737
Tennis,Normal,Simulation Data,33,0.6623161764705883,0.6503008021390375,0.24707553475935823,0.48255347593582887,0.368432486631016,0.03425802139037433
Tennis,Normal,Simulation Data,34,0.6432987967914437,0.6600100267379678,0.20952540106951875,0.495471256684492,0.3529411764705882,0.059308155080213906
Tennis,Normal,Simulation Data,35,0.6550969251336897,0.6583389037433156,0.2165775401069519,0.45969251336898403,0.3587901069518717,0.05601604278074864
Tennis,Normal,Simulation Data,36,0.6914772727272727,0.6561664438502673,0.21519050802139036,0.4409926470588236,0.3285093582887701,0.05407754010695189
Tennis,Normal,Simulation Data,37,0.6713736631016042,0.6824866310160427,0.16440508021390376,0.4547292780748663,0.3692513368983957,0.06951871657754011
Tennis,Normal,Simulation Data,38,0.665056818181818,0.6554311497326203,0.17932820855614973,0.40909090909090917,0.3692012032085562,0.04323195187165774
Tennis,Normal,Simulation Data,39,0.6455213903743315,0.6998830213903744,0.15638368983957215,0.43537767379679143,0.4133522727272728,0.05330882352941178
Tennis,Normal,Simulation Data,40,0.6618482620320856,0.6816176470588236,0.16826537433155078,0.4718917112299466,0.35355949197860964,0.0743816844919786
Tennis,MultiGaussian,Simulation Data,1,0.6401905080213903,0.6091076203208556,0.5632520053475936,0.6068516042780748,0.2461397058823529,0.2796457219251337
Tennis,MultiGaussian,Simulation Data,2,0.4370153743315507,0.39137700534759357,0.3405414438502673,0.37185828877005356,0.3245822192513369,0.10033422459893049
Tennis,MultiGaussian,Simulation Data,3,0.3256350267379679,0.34391711229946526,0.22210895721925134,0.28554478609625666,0.24941510695187166,0.03343917112299466
Tennis,MultiGaussian,Simulation Data,4,0.3678475935828877,0.3291443850267381,0.22212566844919784,0.2863135026737968,0.3614304812834225,0.029762700534759344
Tennis,MultiGaussian,Simulation Data,5,0.3819017379679145,0.36238302139037437,0.199298128342246,0.3099097593582888,0.35397727272727275,0.02581885026737969
Tennis,MultiGaussian,Simulation Data,6,0.39191176470588235,0.36463903743315507,0.22506684491978612,0.4170120320855616,0.3775401069518717,0.02545120320855615
Tennis,MultiGaussian,Simulation Data,7,0.4495655080213904,0.40910762032085557,0.2075534759358289,0.3536096256684492,0.44266377005347596,0.031249999999999983
Tennis,MultiGaussian,Simulation Data,8,0.4528910427807486,0.42322860962566844,0.1272058823529412,0.39486965240641714,0.38729946524064174,0.0014705882352941235
Tennis,MultiGaussian,Simulation Data,9,0.46214906417112295,0.4197860962566845,0.1709224598930481,0.3720755347593583,0.3985461229946523,0.013051470588235303
