Rank,Player,Profile URL
1,加藤正夫,https://www.goratings.org/zh/../../zh/players/193.html
2,赵治勋,https://www.goratings.org/zh/../../zh/players/98.html
3,大竹英雄,https://www.goratings.org/zh/../../zh/players/158.html
4,武宫正树,https://www.goratings.org/zh/../../zh/players/82.html
5,桥本昌二,https://www.goratings.org/zh/../../zh/players/216.html
6,林海峰,https://www.goratings.org/zh/../../zh/players/36.html
7,曹薰铉,https://www.goratings.org/zh/../../zh/players/149.html
8,小林光一,https://www.goratings.org/zh/../../zh/players/50.html
9,藤泽秀行,https://www.goratings.org/zh/../../zh/players/293.html
10,坂田荣男,https://www.goratings.org/zh/../../zh/players/592.html
11,淡路修三,https://www.goratings.org/zh/../../zh/players/243.html
12,聂卫平,https://www.goratings.org/zh/../../zh/players/124.html
13,本田邦久,https://www.goratings.org/zh/../../zh/players/147.html
14,徐奉洙,https://www.goratings.org/zh/../../zh/players/49.html
15,东野弘昭,https://www.goratings.org/zh/../../zh/players/167.html
16,石田芳夫,https://www.goratings.org/zh/../../zh/players/222.html
17,片冈聪,https://www.goratings.org/zh/../../zh/players/235.html
18,工藤纪夫,https://www.goratings.org/zh/../../zh/players/244.html
19,羽根泰正,https://www.goratings.org/zh/../../zh/players/288.html
20,高木祥一,https://www.goratings.org/zh/../../zh/players/279.html
21,石田章,https://www.goratings.org/zh/../../zh/players/319.html
22,王立诚,https://www.goratings.org/zh/../../zh/players/71.html
23,杉内雅男,https://www.goratings.org/zh/../../zh/players/594.html
24,王铭琬,https://www.goratings.org/zh/../../zh/players/70.html
25,山城宏,https://www.goratings.org/zh/../../zh/players/223.html
26,大平修三,https://www.goratings.org/zh/../../zh/players/847.html
27,牛之浜撮雄,https://www.goratings.org/zh/../../zh/players/875.html
28,岩田达明,https://www.goratings.org/zh/../../zh/players/312.html
29,桥本宇太郎,https://www.goratings.org/zh/../../zh/players/588.html
30,春山勇,https://www.goratings.org/zh/../../zh/players/799.html
31,小林觉,https://www.goratings.org/zh/../../zh/players/51.html
32,山部俊郎,https://www.goratings.org/zh/../../zh/players/989.html
