A,B
-8.240347,1.021138
-4.942969,-2.1941109
-2.0000083,-2.5743558
-0.99999666,-2.8386502
-3.0019343,-2.833301
-6.463314,5.9712048
-3.996907,-3.5982268
-3.0456362,-2.3386943
-6.8315525,5.257531
