Rank,Player,Profile URL
1,李昌镐,https://www.goratings.org/zh/../../zh/players/18.html
2,李世石,https://www.goratings.org/zh/../../zh/players/5.html
3,古力,https://www.goratings.org/zh/../../zh/players/179.html
4,崔哲瀚,https://www.goratings.org/zh/../../zh/players/161.html
5,谢赫,https://www.goratings.org/zh/../../zh/players/53.html
6,孔杰,https://www.goratings.org/zh/../../zh/players/208.html
7,朴永训,https://www.goratings.org/zh/../../zh/players/125.html
8,常昊,https://www.goratings.org/zh/../../zh/players/155.html
9,王檄,https://www.goratings.org/zh/../../zh/players/76.html
10,胡耀宇,https://www.goratings.org/zh/../../zh/players/184.html
11,周鹤洋,https://www.goratings.org/zh/../../zh/players/135.html
12,张栩,https://www.goratings.org/zh/../../zh/players/108.html
13,赵汉乘,https://www.goratings.org/zh/../../zh/players/99.html
14,陈耀烨,https://www.goratings.org/zh/../../zh/players/297.html
15,王磊,https://www.goratings.org/zh/../../zh/players/69.html
16,周睿羊,https://www.goratings.org/zh/../../zh/players/381.html
17,睦镇硕,https://www.goratings.org/zh/../../zh/players/121.html
18,高尾绅路,https://www.goratings.org/zh/../../zh/players/175.html
19,结城聪,https://www.goratings.org/zh/../../zh/players/251.html
20,俞斌,https://www.goratings.org/zh/../../zh/players/92.html
21,姜东润,https://www.goratings.org/zh/../../zh/players/313.html
22,宋泰坤,https://www.goratings.org/zh/../../zh/players/218.html
23,元晟溱,https://www.goratings.org/zh/../../zh/players/114.html
24,李喆,https://www.goratings.org/zh/../../zh/players/327.html
25,山下敬吾,https://www.goratings.org/zh/../../zh/players/64.html
26,李映九,https://www.goratings.org/zh/../../zh/players/303.html
27,安祚永,https://www.goratings.org/zh/../../zh/players/144.html
28,黄奕中,https://www.goratings.org/zh/../../zh/players/190.html
29,朴文垚,https://www.goratings.org/zh/../../zh/players/380.html
30,邱峻,https://www.goratings.org/zh/../../zh/players/45.html
31,曹薰铉,https://www.goratings.org/zh/../../zh/players/149.html
32,依田纪基,https://www.goratings.org/zh/../../zh/players/90.html
