A,B
-4.018734,-1.0182904
-1.0000046,-2.0921273
-3.011673,-2.6893337
-7.81155,3.3893735
-2.0,-3.2550945
-4.946902,-3.051419
-7.9502964,2.9323559
-6.9998574,-3.845399
-5.0012326,-3.560422
-6.000557,-4.007302
-7.7944183,3.4395165
