Rank,Player,Profile URL
1,曹薰铉,https://www.goratings.org/zh/../../zh/players/149.html
2,赵治勋,https://www.goratings.org/zh/../../zh/players/98.html
3,小林光一,https://www.goratings.org/zh/../../zh/players/50.html
4,加藤正夫,https://www.goratings.org/zh/../../zh/players/193.html
5,大竹英雄,https://www.goratings.org/zh/../../zh/players/158.html
6,林海峰,https://www.goratings.org/zh/../../zh/players/36.html
7,武宫正树,https://www.goratings.org/zh/../../zh/players/82.html
8,淡路修三,https://www.goratings.org/zh/../../zh/players/243.html
9,聂卫平,https://www.goratings.org/zh/../../zh/players/124.html
10,徐奉洙,https://www.goratings.org/zh/../../zh/players/49.html
11,坂田荣男,https://www.goratings.org/zh/../../zh/players/592.html
12,片冈聪,https://www.goratings.org/zh/../../zh/players/235.html
13,马晓春,https://www.goratings.org/zh/../../zh/players/11.html
14,石田章,https://www.goratings.org/zh/../../zh/players/319.html
15,桥本昌二,https://www.goratings.org/zh/../../zh/players/216.html
16,山城宏,https://www.goratings.org/zh/../../zh/players/223.html
17,石田芳夫,https://www.goratings.org/zh/../../zh/players/222.html
18,高木祥一,https://www.goratings.org/zh/../../zh/players/279.html
19,钱宇平,https://www.goratings.org/zh/../../zh/players/521.html
20,杉内雅男,https://www.goratings.org/zh/../../zh/players/594.html
21,羽根泰正,https://www.goratings.org/zh/../../zh/players/288.html
22,小林觉,https://www.goratings.org/zh/../../zh/players/51.html
23,王立诚,https://www.goratings.org/zh/../../zh/players/71.html
24,东野弘昭,https://www.goratings.org/zh/../../zh/players/167.html
25,藤泽秀行,https://www.goratings.org/zh/../../zh/players/293.html
26,本田邦久,https://www.goratings.org/zh/../../zh/players/147.html
27,王铭琬,https://www.goratings.org/zh/../../zh/players/70.html
28,江铸久,https://www.goratings.org/zh/../../zh/players/205.html
29,苑田勇一,https://www.goratings.org/zh/../../zh/players/270.html
30,岩田达明,https://www.goratings.org/zh/../../zh/players/312.html
31,刘小光,https://www.goratings.org/zh/../../zh/players/25.html
32,酒井猛,https://www.goratings.org/zh/../../zh/players/771.html
